source_id,n_profiles,seed,rmse
143251029,1,0,1.7464888862237886
143251029,1,1,1.6300038227987295
143251029,1,2,1.8163636512169226
143251029,1,3,1.9650217577555726
143251029,1,4,1.9346482836696872
143251029,2,0,1.681924034333114
143251029,2,1,1.7924165936729968
143251029,2,2,1.5903435009009077
143251029,2,3,1.9474665317635131
143251029,2,4,2.2402056224878297
143251029,5,0,1.5993815509033373
143251029,5,1,1.7568555268204016
143251029,5,2,1.8578935796352698
143251029,5,3,1.8602854600631036
143251029,5,4,1.5463795776463751
143251029,10,0,1.4541313918845418
143251029,10,1,1.7732363864313616
143251029,10,2,1.669587334475547
143251029,10,3,1.9325872297029978
143251029,10,4,1.5332141824468635
143251029,15,0,1.4655106745264057
143251029,15,1,1.771664017738628
143251029,15,2,1.5681946549934338
143251029,15,3,1.5524892007101632
143251029,15,4,1.577335743932538
143251029,20,0,1.5702460220827996
143251029,20,1,1.6430094412685934
143251029,20,2,1.615127231488386
143251029,20,3,1.5175176589074408
143251029,20,4,1.4873218000101422
143251029,25,0,1.4087194404258454
143251029,25,1,1.5405969664909835
143251029,25,2,1.511501644049134
143251029,25,3,1.3984590461224626
143251029,25,4,1.6090635036330867
143251029,30,0,1.491259243649738
143251029,30,1,1.7534037236285056
143251029,30,2,1.420998631653365
143251029,30,3,1.3859170531318867
143251029,30,4,1.4290730052897975
143251029,35,0,1.4636895935387946
143251029,35,1,1.6969704309344633
143251029,35,2,1.4200377366172199
143251029,35,3,1.4177752371846646
143251029,35,4,1.3339155297901315
143251029,40,0,1.4849275880447248
143251029,40,1,1.6890335215082262
143251029,40,2,1.4308163518532897
143251029,40,3,1.3991438109724594
143251029,40,4,1.382309144084208
143251029,45,0,1.4484573321299534
143251029,45,1,1.748917361293018
143251029,45,2,1.403132731515857
143251029,45,3,1.4040786169222512
143251029,45,4,1.3575679982963103
143251029,50,0,1.4310607674011109
143251029,50,1,1.7283808358909865
143251029,50,2,1.3670144997146918
143251029,50,3,1.6045381403288872
143251029,50,4,1.4079092813141283
