source_id,n_profiles,seed,rmse
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},1,0,1.2990406761226783
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},1,1,1.6613194202923418
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},1,2,1.436101371115056
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},1,3,1.525026740016972
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},1,4,1.952669284756139
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},2,0,1.76018716262401
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},2,1,1.4044804303599683
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},2,2,1.6196559732782747
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},2,3,1.4659928670817552
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},2,4,1.7938462293828514
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},5,0,1.3929175609107813
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},5,1,1.4156409819183093
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},5,2,1.8330980782305237
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},5,3,1.430423972590204
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},5,4,1.788433233930022
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},10,0,1.390554643964326
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},10,1,1.4115456745877881
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},10,2,1.582463433937399
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},10,3,1.343138172381657
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},10,4,1.5467544672411524
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},15,0,1.3376917320651682
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},15,1,1.4114704661453341
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},15,2,1.6422043687983012
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},15,3,1.3714047364556798
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},15,4,1.4374981997979441
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},20,0,1.4089511592992778
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},20,1,1.3875047705027252
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},20,2,1.4092593185203028
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},20,3,1.3446000795039974
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},20,4,1.5038146049800651
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},25,0,1.2367369533354244
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},25,1,1.397451671804824
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},25,2,1.4498042287483381
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},25,3,1.295183182138181
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},25,4,1.4192956135133934
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},30,0,1.2236031427568317
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},30,1,1.4090388454920588
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},30,2,1.3552773868455512
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},30,3,1.2200731327647412
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},30,4,1.2642552892371584
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},35,0,1.2476784089708486
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},35,1,1.200020973302306
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},35,2,1.3460678630491631
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},35,3,1.2341512826190886
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},35,4,1.3295317655481695
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},40,0,1.2670278201819887
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},40,1,1.2098272442242082
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},40,2,1.3608564349490546
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},40,3,1.2013293356483967
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},40,4,1.246322895182602
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},45,0,1.226908352757852
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},45,1,1.26783188347701
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},45,2,1.2821036037945286
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},45,3,1.2176578956775579
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},45,4,1.2250184360699734
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},50,0,1.3755788395164963
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},50,1,1.3496811936953204
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},50,2,1.2705617524709911
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},50,3,1.296946945405135
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},50,4,1.2323369636532395
