source_id,n_profiles,seed,rmse
{E940A362-4076-4895-A23F-1B8CCC905DEE},1,0,2.046342768240429
{E940A362-4076-4895-A23F-1B8CCC905DEE},1,1,1.8962396898196288
{E940A362-4076-4895-A23F-1B8CCC905DEE},1,2,2.809150305003617
{E940A362-4076-4895-A23F-1B8CCC905DEE},1,3,1.8746794265219302
{E940A362-4076-4895-A23F-1B8CCC905DEE},1,4,1.6772342848281327
{E940A362-4076-4895-A23F-1B8CCC905DEE},2,0,1.890518729644127
{E940A362-4076-4895-A23F-1B8CCC905DEE},2,1,2.1038874745553633
{E940A362-4076-4895-A23F-1B8CCC905DEE},2,2,3.248302298106456
{E940A362-4076-4895-A23F-1B8CCC905DEE},2,3,1.9912627772900822
{E940A362-4076-4895-A23F-1B8CCC905DEE},2,4,1.426024100970547
{E940A362-4076-4895-A23F-1B8CCC905DEE},5,0,1.635492255185694
{E940A362-4076-4895-A23F-1B8CCC905DEE},5,1,1.507744741772722
{E940A362-4076-4895-A23F-1B8CCC905DEE},5,2,1.6077244789157679
{E940A362-4076-4895-A23F-1B8CCC905DEE},5,3,1.4361118596052742
{E940A362-4076-4895-A23F-1B8CCC905DEE},5,4,1.548586399973349
{E940A362-4076-4895-A23F-1B8CCC905DEE},10,0,1.3673133166208773
{E940A362-4076-4895-A23F-1B8CCC905DEE},10,1,1.627925238449648
{E940A362-4076-4895-A23F-1B8CCC905DEE},10,2,1.430919249029154
{E940A362-4076-4895-A23F-1B8CCC905DEE},10,3,1.2937120481050963
{E940A362-4076-4895-A23F-1B8CCC905DEE},10,4,1.5569159972262436
{E940A362-4076-4895-A23F-1B8CCC905DEE},15,0,1.3393259096593049
{E940A362-4076-4895-A23F-1B8CCC905DEE},15,1,1.635808146751701
{E940A362-4076-4895-A23F-1B8CCC905DEE},15,2,1.662473361791578
{E940A362-4076-4895-A23F-1B8CCC905DEE},15,3,1.2484263200916275
{E940A362-4076-4895-A23F-1B8CCC905DEE},15,4,1.4080280802053218
{E940A362-4076-4895-A23F-1B8CCC905DEE},20,0,1.2545592385577726
{E940A362-4076-4895-A23F-1B8CCC905DEE},20,1,1.4228863954264075
{E940A362-4076-4895-A23F-1B8CCC905DEE},20,2,1.587641853768655
{E940A362-4076-4895-A23F-1B8CCC905DEE},20,3,1.3344461163566201
{E940A362-4076-4895-A23F-1B8CCC905DEE},20,4,1.6129043474252658
{E940A362-4076-4895-A23F-1B8CCC905DEE},25,0,1.3203229107451102
{E940A362-4076-4895-A23F-1B8CCC905DEE},25,1,1.5159988284563837
{E940A362-4076-4895-A23F-1B8CCC905DEE},25,2,1.5969923697707151
{E940A362-4076-4895-A23F-1B8CCC905DEE},25,3,1.508497619898398
{E940A362-4076-4895-A23F-1B8CCC905DEE},25,4,1.3865376076289484
{E940A362-4076-4895-A23F-1B8CCC905DEE},30,0,1.2110574065528854
{E940A362-4076-4895-A23F-1B8CCC905DEE},30,1,1.5975120197817068
{E940A362-4076-4895-A23F-1B8CCC905DEE},30,2,1.5003813639987564
{E940A362-4076-4895-A23F-1B8CCC905DEE},30,3,1.4786747408069778
{E940A362-4076-4895-A23F-1B8CCC905DEE},30,4,1.534893140024342
{E940A362-4076-4895-A23F-1B8CCC905DEE},35,0,1.3490222832483747
{E940A362-4076-4895-A23F-1B8CCC905DEE},35,1,1.5543423159034886
{E940A362-4076-4895-A23F-1B8CCC905DEE},35,2,1.5881021851643378
{E940A362-4076-4895-A23F-1B8CCC905DEE},35,3,1.379998712214423
{E940A362-4076-4895-A23F-1B8CCC905DEE},35,4,1.4756249620189745
{E940A362-4076-4895-A23F-1B8CCC905DEE},40,0,1.34289472978682
{E940A362-4076-4895-A23F-1B8CCC905DEE},40,1,1.6116456773082197
{E940A362-4076-4895-A23F-1B8CCC905DEE},40,2,1.3739119063462886
{E940A362-4076-4895-A23F-1B8CCC905DEE},40,3,1.575519530457756
{E940A362-4076-4895-A23F-1B8CCC905DEE},40,4,1.3788440769713823
{E940A362-4076-4895-A23F-1B8CCC905DEE},45,0,1.462063605423842
{E940A362-4076-4895-A23F-1B8CCC905DEE},45,1,1.5025647617982478
{E940A362-4076-4895-A23F-1B8CCC905DEE},45,2,1.63006062994512
{E940A362-4076-4895-A23F-1B8CCC905DEE},45,3,1.6312934690592105
{E940A362-4076-4895-A23F-1B8CCC905DEE},45,4,1.5708245724999157
{E940A362-4076-4895-A23F-1B8CCC905DEE},50,0,1.3668445270268932
{E940A362-4076-4895-A23F-1B8CCC905DEE},50,1,1.5135594537874049
{E940A362-4076-4895-A23F-1B8CCC905DEE},50,2,1.390243734429099
{E940A362-4076-4895-A23F-1B8CCC905DEE},50,3,1.3581055824578068
{E940A362-4076-4895-A23F-1B8CCC905DEE},50,4,1.6113899133034064
