site_id,lake_name,group_id,type,meteo_filename,centroid_lon,centroid_lat,state,county,K_d,max_depth,surface_area,sw_mean,sw_std,lw_mean,lw_std,at_mean,at_std,rh_mean,rh_std,ws_mean,ws_std,rain_mean,rain_std,snow_mean,snow_std,sw_mean_sp,sw_std_sp,lw_mean_sp,lw_std_sp,at_mean_sp,at_std_sp,rh_mean_sp,rh_std_sp,ws_mean_sp,ws_std_sp,rain_mean_sp,rain_std_sp,snow_mean_sp,snow_std_sp,sw_mean_su,sw_std_su,lw_mean_su,lw_std_su,at_mean_su,at_std_su,rh_mean_su,rh_std_su,ws_mean_su,ws_std_su,rain_mean_su,rain_std_su,snow_mean_su,snow_std_su,sw_mean_au,sw_std_au,lw_mean_au,lw_std_au,at_mean_au,at_std_au,rh_mean_au,rh_std_au,ws_mean_au,ws_std_au,rain_mean_au,rain_std_au,snow_mean_au,snow_std_au,sw_mean_wi,sw_std_wi,lw_mean_wi,lw_std_wi,at_mean_wi,at_std_wi,rh_mean_wi,rh_std_wi,ws_mean_wi,ws_std_wi,rain_mean_wi,rain_std_wi,snow_mean_wi,snow_std_wi,n_obs,n_prof,n_obs_wi,n_obs_sp,n_obs_su,n_obs_au,obs_depth_mean_frac,obs_temp_mean,obs_temp_std,obs_temp_skew,obs_temp_kurt,zero_temp_doy,at_amp,lathrop_strat,glm_strat_perc,ws_sp_mix,SDF
nhdhr_145087455,South Red Iron Lake,10_N45.00-46.00_W94.50-99.50,target,nldas_meteo_N45.6875-45.6875_W97.3125-97.3125.csv,-97.31842611287871,45.671803887242646,SD,Marshall,1.386016,5.101887,2524561.586,167.8963014,84.18744474,285.0852008,61.00002225,6.399602592,13.58020005,67.62551442,16.15096592,5.470786744,1.91156038,0.001472878237,0.004898720811,0.002332984309,0.01316488125,105.4882632,41.95540991,223.1313526,35.95929784,-9.347884649,7.680022598,81.77863368,10.36536392,5.52315079,1.896397766,9.01e-5,8.342575602e-4,0.005635042165,0.0186892388,226.0157205,63.80175088,300.2977194,41.82193783,10.99716546,7.66539902,61.84417136,14.66431036,5.628660825,1.939041577,0.00217618078,0.005622548964,0.001293577413,0.01214320071,240.1070453,55.41317656,352.3379334,29.76166341,21.31533967,4.6639719059999996,58.16392885,12.75922151,5.020836364,1.710467167,0.002681795199,0.006607131246,1.61e-7,1e-5,94.83055349,39.55303139,261.1486667,41.65569134,1.860946779,9.189961644,69.24394016,15.25206536,5.729723648,2.016436339,8.711137027e-4,0.003828029277,0.002523098936,0.01366906342,85,19,13,64,111,0,0.4059824523,20.02037234,5.913580886,-1.432412872,1.950891077,318,19.5218708,0,0.4240123623,5.190478912,2.7030778999167
nhdhr_121545300,Turtle Lake,07_N46.00-47.00_W94.50-99.00,target,nldas_meteo_N46.8125-46.8125_W96.1875-96.1875.csv,-96.1726613540559,46.78235277313731,MN,Becker|Clay,0.2672765,21.9456,756697.4338,166.3972432,86.1713903,285.3558641,63.25718606,5.601437379,14.03711005,71.11281057,15.56013282,4.363540582,1.539166375,0.001467622331,0.004813371877,0.002043743707,0.01056574521,104.542512,44.89432933,219.3945518,37.71940691,-11.17570185,7.538544985,85.54645156,7.965418048,4.030088363,1.462026884,7.54e-5,6.681884805e-4,0.00502547351,0.01558907547,227.8216368,63.44347178,301.23195,43.48507006,10.80702466,7.858092342,63.65046673,14.53628886,4.708260143,1.612554104,0.002030489025,0.005208189652,8.323971362e-4,0.007547701097,238.0857207,58.3672361,354.4529931,29.48446589,20.86121125,4.483489799,61.96684552,11.98624715,4.282298018,1.380557852,0.002770025742,0.006733058035,0,0,89.90568393,40.16459911,262.848855,43.41778648,1.114940098,9.29836618,73.85110563,13.94868539,4.431120704,1.615104133,9.21934503e-4,0.003787162645,0.002431079206,0.01173997015,211,49,0,20,200,3,0.2950671665,16.62605381,6.085425702,-0.2311434074,-1.306440088,313,19.74947558,1,0.8894786348,4.335301168,1.26065896014416
nhdhr_147911290,Elm Lake,10_N45.00-46.00_W94.50-99.50,target,nldas_meteo_N45.9375-45.9375_W98.6875-98.6875.csv,-98.6999038688303,45.8861686159686,ND|SD,Brown|Dickey|McPherson,1.215479,2.796937,4959168.204,170.8433427,86.08858622,288.9045259,61.98477048,7.167771148,13.82820986,67.34678789,16.86670264,4.393735745,1.51395144,0.001358530545,0.004911446283,0.001550315593,0.009767430551,105.4932945,41.91832552,226.0862245,36.19827268,-8.890021699,7.697473934,82.86213233,10.37820914,4.191313818,1.467451088,9.3e-5,9.06358389e-4,0.003739003784,0.01379090077,230.9741002,65.64421225,304.7429933,42.28027503,11.88241807,7.681369226,61.62758595,14.62638737,4.695191072,1.58452304,0.002145431922,0.005945361823,7.568968709e-4,0.007409607343,244.4297552,56.56131266,357.6065159,29.93155222,22.44862232,4.680629817,55.9722209,12.63195333,4.204970241,1.358033628,0.002402275637,0.006574306803,0,0,97.22863377,39.93062827,263.6668024,41.98351399,2.437101087,9.332846227,69.54016595,15.79128309,4.486740375,1.581015175,7.259865441e-4,0.003489528163,0.001788612498,0.01157126044,36,11,0,0,158,0,1.12706928,22.48658228,2.107809795,-0.4157571767,-0.07830371548,319,19.94641809,0,0.3824240795,4.365190335,8.3484312640537
nhdhr_143398250,Lake Irvine,01_N48.00-49.00_W89.50-99.50,source,nldas_meteo_N48.3125-48.3125_W99.1875-99.1875.csv,-99.1502229574956,48.293402160900776,ND,Ramsey,2.329376,2.25666,43679331.42,167.4381092,89.9626872,282.3045829,61.78747823,5.052355293,14.36599439,69.36913942,17.025472829999998,4.695675912,1.581272141,0.001165483653,0.00416593677,0.001591331487,0.009219348541,100.9646595,43.78230038,218.3637549,37.42015487,-11.93983229,7.863667559,86.08735543,7.342222451,4.412189895,1.456293935,4.75e-5,5.128411735e-4,0.003391811894,0.01116836329,235.8259986,64.91744272,298.7181004,42.99662869,10.31460167,8.266539587,61.53483361,15.36301992,4.980554517,1.67107598,0.001707993082,0.005114796036,9.264787916e-4,0.00985169799,240.9077757,60.61034221,349.2486978,28.01150971,20.57287108,4.564495186,57.92959185,11.97154286,4.553498958,1.445110375,0.002229963649,0.005524684446,0,0,86.55034546,38.41498493,259.4672734,42.77122074,0.4499526903,9.7278879,72.59786473,15.62627406,4.838807221,1.677335876,6.140549194e-4,0.002935444783,0.002133682383,0.01074089651,383,108,137,153,180,139,0.7144697344,11.83464696,7.908375281,0.1715455532,-1.270630318,311,20.47154702,0,0.4011018543,4.756985165,3.90012827659561
nhdhr_121544444,Stinking Lake,07_N46.00-47.00_W94.50-99.00,target,nldas_meteo_N46.9375-46.9375_W96.1875-96.1875.csv,-96.15141908602683,46.91798146754556,MN,Becker,3.069977,2.1336,1183896.253,165.4481789,85.75162469,286.3595008,63.43205615,5.741419398,14.07311257,71.11081179,15.60040663,4.29945085,1.540841994,0.001468114612,0.004792228591,0.001956717264,0.01007984397,103.6645996,43.827511,220.1530499,37.82493471,-11.09264651,7.541589383,85.63472473,7.884298351,3.966350645,1.466171563,8.04e-5,7.016498235e-4,0.004801566487,0.01452465698,226.8288256,63.74422687,302.3213343,43.53896901,10.97834577,7.865720174,63.59168778,14.53880212,4.640264453,1.615435752,0.002016877997,0.005157831727,7.889814437e-4,0.00758056633,236.4493151,59.10182156,355.6560073,29.48935333,21.03706213,4.484976201,61.86520504,11.99507173,4.220346313,1.376978593,0.002771221927,0.006720048505,0,0,89.65565097,38.81793815,263.8018399,43.53947767,1.242365004,9.320909735,73.92150685,13.95897222,4.368453519,1.619080872,9.31688847e-4,0.003771466804,0.002345850102,0.01139824269,12,12,0,1,10,1,0.0195288089,22.08333333,3.911482707,-1.500397914,1.647554588,313,19.79542248,0,0.4493415748,4.245641676,2.22327021871143
nhdhr_123272082,Lake Sarah,02_N47.00-48.00_W94.00-99.00,target,nldas_meteo_N47.5625-47.5625_W96.0625-96.0625.csv,-96.03759017428759,47.61314227877773,MN,Polk,0.583147,6.096,1233139.82,163.942855,86.43953393,285.3201866,62.79806999,5.351565794,14.06567295,71.70468268,15.28486516,4.896217977,1.696357533,0.001432692315,0.004938192226,0.001933996997,0.01031327788,101.4246861,45.26909008,219.5899723,38.03484681,-11.42107436,7.557724119,86.02419309,7.223606889,4.737375773,1.639846776,8.4e-5,8.496315475e-4,0.004778701626,0.01478654631,228.3475028,63.71193953,301.0463564,43.30271187,10.53670537,7.959932967,64.15322086,14.18774708,5.072384471,1.747398667,0.001951602838,0.005700402716,8.571365345e-4,0.00995703065,233.361322,59.59885526,353.5305423,28.56021843,20.60887566,4.48575605,62.3423892,11.53230811,4.668568764,1.553002552,0.002717895642,0.006720150435,0,0,87.44083302,38.0202252,263.6704113,43.57299665,0.8842459453,9.402029286,74.87930709,13.7076036,5.115614034,1.794678956,9.064080589e-4,0.003732395955,0.00220534119,0.009948710447,217,32,0,55,235,8,0.6411674946,20.68771812,3.31347105,-0.9712813713,0.5336129169,312,19.83433786,0,0.4140687987,4.698537306,1.69910857181102
nhdhr_144884358,White Lake,10_N45.00-46.00_W94.50-99.50,target,nldas_meteo_N45.8125-45.8125_W97.5625-97.5625.csv,-97.61622892514004,45.857081088444815,SD,Marshall,1.984516,2.536038,684378.5183,169.5095666,85.08602436,286.7597183,62.03585792,6.361437902,13.96777156,67.90297463,16.46382518,5.184779735,1.85492007,0.001482825676,0.005152168004,0.002244258632,0.01280518057,106.9646955,42.57742973,223.2566344,36.05358907,-10.01943455,7.72764197,82.90767274,10.56957552,5.177883244,1.86097487,8.24e-5,7.9979396e-4,0.005469889467,0.01818870783,227.4820821,64.92541476,302.8807011,42.10573087,11.35840011,7.740856399,61.38627142,14.49899695,5.397282232,1.88847949,0.002207754587,0.005808145565,0.001173846501,0.01148030301,242.4831747,56.76401091,355.265013,30.01654321,21.66195414,4.671789834,57.64950022,12.41846932,4.79013945,1.625218155,0.002701739128,0.007149319745,0,0,95.92869741,40.41814113,262.1320551,42.08249318,1.645761555,9.366648496,70.25444402,15.17497531,5.388918201,1.970339805,8.660953687e-4,0.003869185628,0.002450379005,0.01357439787,53,18,32,19,134,8,1.012206765,20.43626943,5.56837476,-1.793492041,3.251262012,313,19.90606191,0,0.5044342919,4.950733057,3.00839052110686
nhdhr_121544067,Little Sugar Bush Lake,02_N47.00-48.00_W94.00-99.00,target,nldas_meteo_N47.0625-47.0625_W95.8125-95.8125.csv,-95.77389564383016,47.002569439503496,MN,Becker,0.5976562,8.5344,863842.5783,164.1491392,86.37797067,283.619172,62.03104571,5.399295938,13.67932773,71.4646533,14.91812089,4.667660077,1.654112721,0.001501408948,0.004886035983,0.002099556195,0.01033313235,101.0750507,43.63656335,219.3016537,37.97859196,-10.78429545,7.521816558,85.0549528,7.60148214,4.442645657,1.605250013,7.96e-5,7.112658813e-4,0.00502217676,0.01434773915,228.2712056,63.74349778,299.0747368,43.18612777,10.31368169,7.798306344,64.19342577,14.24973566,4.939299869,1.714739101,0.002045048541,0.005239009675,9.383995232e-4,0.008998890819,234.839912,57.47283241,350.6538469,28.80712144,20.2486029,4.427074875,63.39512404,11.46309391,4.468028075,1.490085087,0.002850149066,0.006894949721,0,0,87.15912937,38.87481262,262.0584128,43.26989549,1.045499295,9.199416612,73.72360858,13.79607341,4.82587049,1.74316548,9.566610303e-4,0.003784315608,0.002553893399,0.01144151015,61,14,0,43,22,1,0.4017253525,18.62060606,2.804359726,0.4121380298,0.01563848462,313,19.35986676,1,0.6276538565,4.543901565,1.6583790689924
nhdhr_150023900,NA,01_N48.00-49.00_W89.50-99.50,target,nldas_meteo_N48.8125-48.8125_W97.8125-97.8125.csv,-97.76070525634228,48.77919562415181,ND,Pembina,1.573415,2.793753,870261.4325,163.1994989,90.05666258,284.6888955,62.7806035,5.128236445,14.40976081,70.12599474,16.50779581,4.278139588,1.505714827,0.00126403745,0.004484996813,0.001615157732,0.009199059395,97.10444056,44.08117856,218.9526506,38.15471416,-11.97477331,7.708003107,85.56455966,7.520567993,3.971093179,1.426108488,5.25e-5,5.985553012e-4,0.003786517572,0.01208610059,233.76028,65.12344089,300.8158913,43.22209423,10.40527576,8.272197139,62.66201059,15.09882881,4.569951429,1.582642281,0.001809986401,0.005350611548,8.549183452e-4,0.01007392042,234.4957907,61.53318186,352.7928311,27.79919801,20.75780981,4.55768794,58.89580885,12.2327004,4.217773505,1.338257339,0.002383703738,0.005963679431,0,0,81.97739467,37.26469674,262.7432967,43.83233843,0.5077289289,9.720002612,74.04832811,14.81643364,4.35158665,1.603183558,7.455608934e-4,0.003413978033,0.001905212391,0.009279580666,79,29,36,33,76,21,0.9937403415,12.88879518,8.548065512,-0.1211215239,-1.6764459839999999,311,20.87244619,0,0.5339290513,4.271613749,3.65604758757626
nhdhr_121544759,Sand Lake,07_N46.00-47.00_W94.50-99.00,target,nldas_meteo_N46.8125-46.8125_W96.1875-96.1875.csv,-96.1727604008084,46.8649721923857,MN,Becker|Clay,0.7360806,8.2296,809736.889,166.3972432,86.1713903,285.3558641,63.25718606,5.601437379,14.03711005,71.11281057,15.56013282,4.363540582,1.539166375,0.001467622331,0.004813371877,0.002043743707,0.01056574521,104.542512,44.89432933,219.3945518,37.71940691,-11.17570185,7.538544985,85.54645156,7.965418048,4.030088363,1.462026884,7.54e-5,6.681884805e-4,0.00502547351,0.01558907547,227.8216368,63.44347178,301.23195,43.48507006,10.80702466,7.858092342,63.65046673,14.53628886,4.708260143,1.612554104,0.002030489025,0.005208189652,8.323971362e-4,0.007547701097,238.0857207,58.3672361,354.4529931,29.48446589,20.86121125,4.483489799,61.96684552,11.98624715,4.282298018,1.380557852,0.002770025742,0.006733058035,0,0,89.90568393,40.16459911,262.848855,43.41778648,1.114940098,9.29836618,73.85110563,13.94868539,4.431120704,1.615104133,9.21934503e-4,0.003787162645,0.002431079206,0.01173997015,80,17,0,40,68,0,0.5773535638,18.06388889,3.646327261,0.3183419175,-0.6767250934,313,19.74947558,1,0.6752217146,4.335301168,2.02823090993595
nhdhr_121545023,Silver Lake,07_N46.00-47.00_W94.50-99.00,target,nldas_meteo_N46.8125-46.8125_W96.3125-96.3125.csv,-96.3335598971033,46.83110405065243,MN,Clay,0.6938776,11.2776,441070.6944,166.8776861,86.51755933,287.5191175,63.61341021,5.899266296,14.15291778,70.91907231,15.74046529,4.583340521,1.622426311,0.001469866813,0.004846915671,0.001962441068,0.01024728769,104.046294,44.54127356,221.0707679,37.76331793,-11.07266402,7.554151056,85.66090772,8.078407711,4.306930034,1.55142469,8.35e-5,7.237280953e-4,0.004932952971,0.01528277507,228.3235672,63.96120658,303.7240832,43.46668324,11.23077264,7.857881625,63.26296099,14.57978479,4.873372472,1.686245173,0.002062637621,0.005330536662,7.343682391e-4,0.007012254852,239.2090925,58.61345599,357.0858072,29.61080381,21.26591128,4.489933842,61.57044744,11.99601295,4.447566694,1.478318395,0.002729783604,0.006705991037,0,0,90.6751778,40.15054426,264.6700466,43.59353914,1.367243961,9.362437819,73.75920966,14.05927973,4.707207502,1.708015053,9.321207746e-4,0.003840608386,0.002292571115,0.01134365294,159,17,0,78,65,21,0.4501368567,16.13902439,5.118394617,0.371207088,-0.7713900031,313,19.85832674,1,0.7769416823,4.508092701,1.18466248982734
nhdhr_120018453,Pine Lake,07_N46.00-47.00_W94.50-99.00,target,nldas_meteo_N46.9375-46.9375_W95.6875-95.6875.csv,-95.6469794113123,46.91617847891216,MN,Becker,0.7191717,5.1816,1950693.431,164.1770182,85.29971402,284.0270342,61.83387273,5.469785632,13.59519624,71.79153684,14.58474165,5.140907312,1.756216913,0.001543724367,0.004952945373,0.002114331623,0.01039441903,103.1368553,44.97035504,219.8789444,37.98228763,-10.64970536,7.4730000069999996,85.07895705,7.70183138,5.082052729,1.706521656,8.99e-5,7.658492928e-4,0.005139006226,0.01510478389,228.045698,62.73204273,299.68665,43.19144073,10.39537549,7.751287254,64.29211865,14.00655085,5.318775467,1.819186814,0.002094681786,0.00531596664,8.923812298e-4,0.007712319496,232.9179116,56.17418642,350.559032,28.68595764,20.20578103,4.353218651,64.41812096,10.93148789,4.787855804,1.593208666,0.002938533264,0.006986000028,0,0,87.44600672,39.19595182,262.6144668,43.26022531,1.159088316,9.126592206,73.85826619,13.60293205,5.389606622,1.837246681,9.751765423e-4,0.0038085928,0.002543636891,0.0116159334,127,22,0,34,82,11,0.4612019028,19.72472441,3.342438713,-0.3752029879,-0.5356874287,313,19.20540036,0,0.3976081698,4.933299898,1.77665095401055
nhdhr_145087211,Roy Lake,10_N45.00-46.00_W94.50-99.50,target,nldas_meteo_N45.6875-45.6875_W97.4375-97.4375.csv,-97.44074315988279,45.69769440100272,SD,Marshall,1.099246,10.13408,7794733.889,169.6244592,84.38666279,285.8788714,61.39284543,6.435479756,13.71995435,67.78414273,16.26453374,5.433635299,1.912034315,0.001462366719,0.004897967594,0.002287599533,0.01298144592,107.3540804,42.85410831,223.3537171,35.91642343,-9.538217097,7.671119186,82.41704122,10.33169174,5.479667667,1.904540751,8.47e-5,7.649585355e-4,0.00562089162,0.01857873924,227.4808684,63.87552751,301.4523537,41.8695714,11.16975257,7.676907882,61.74560115,14.49110024,5.605569795,1.942677917,0.002161711242,0.005543201278,0.001192424978,0.01142997559,241.9492389,55.76157091,353.6761431,29.85621279,21.51244439,4.664224766,57.80839555,12.54829668,4.988233005,1.697668143,0.002677555192,0.006699371619,0,0,96.57056102,40.09522647,261.5733658,41.79089745,1.81459174,9.252598049,69.72499888,15.18037904,5.679654416,2.019954171,8.529371336e-4,0.003788130967,0.00245592683,0.01373343858,175,29,24,33,129,16,0.2665498618,17.47217822,7.655432449,-1.101003513,-0.2035695881,318,19.67029042,0,0.3243079817,5.153198801,3.54090143869758
nhdhr_143418975,Stump Lake,02_N47.00-48.00_W94.00-99.00,target,nldas_meteo_N47.9375-47.9375_W98.3125-98.3125.csv,-98.36128672718957,47.87739508375346,ND,Nelson,0.9979905,10.69551,17608329.72,167.0920024,87.45025815,282.2376994,61.74597255,5.0527229,14.25928885,69.86314088,16.68791046,4.7991855,1.618060936,0.001256488836,0.004280605914,0.00167985843,0.0103211555,103.4175259,44.72236938,218.4411301,37.57425433,-11.77476833,7.863757876,85.96073643,7.457945439,4.571436547,1.520393518,4.92e-5,5.225976461e-4,0.003587561891,0.01256487206,232.1800645,63.41989885,298.4244582,43.13445071,10.27008597,8.213720839,61.91034486,15.32077878,5.051862054,1.689266958,0.001767464053,0.004891161507,0.001035254242,0.01085664779,238.8115717,58.55698752,349.0134774,28.24929074,20.44262678,4.607643635,59.22919727,12.0395893,4.610267692,1.46894223,0.002460468009,0.005988543592,0,0,88.62562044,38.70575556,259.666311,42.80660568,0.4676679466,9.650638184,72.99278235,15.28017828,4.968454998,1.728829231,6.808747607e-4,0.00295243702,0.002186057002,0.01216459506,702,103,167,322,424,253,0.8465768517,11.64451115,7.145117476,0.03911806324,-1.025756753,311,20.45637231,0,0.3386186509,4.790054761,2.63245370307906
nhdhr_122548488,Big Stone Lake,10_N45.00-46.00_W94.50-99.50,target,nldas_meteo_N45.4375-45.4375_W96.5625-96.5625.csv,-96.61086383052161,45.409243470341266,MN|SD,Big Stone|Grant|Roberts,1.057384,4.8768,48496843.02,169.3799429,84.8606493,293.1951291,63.37013926,7.43813327,13.62766298,69.80510637,15.44734466,4.660257195,1.639237774,0.001476245837,0.004876524446,0.001755353857,0.01064403862,106.4270799,42.85310151,228.2764008,36.95324102,-8.589428576,7.573219689,83.43963464,9.687263367,4.511854279,1.641332727,1.318727838e-4,9.527809499e-4,0.004806935132,0.01722525058,226.0607599,64.68949065,309.6878486,43.26833294,12.35842704,7.587002376,63.43181896,14.00774194,4.97126754,1.69325941,0.002202559227,0.005562812343,5.706309661e-4,0.006962362916,243.2455217,56.09845858,362.8659893,30.51035669,22.29121816,4.450346601,61.73142939,12.30235665,4.402466559,1.419534604,0.002581712222,0.006593814812,0,0,96.60592556,40.55147427,268.3875823,43.37078837,2.916029012,9.198832453,71.0953877,14.8508599,4.761513668,1.732978329,9.210413258e-4,0.003847566003,0.001739748978,0.009996401691,373,196,4,71,263,89,0.253487141,20.93496487,4.864318604,-1.01794937,1.604943079,320,19.39798636,0,0.322426767,4.537763095,4.45794022388775
nhdhr_122550580,NA,10_N45.00-46.00_W94.50-99.50,target,nldas_meteo_N45.1875-45.1875_W96.0625-96.0625.csv,-96.02020690624906,45.12982678933,MN,Chippewa|Lac qui Parle|Swift,3.916382,3.048,8719359.249,169.5430396,84.04251865,295.241386,63.6419986,7.849808345,13.4897263,69.91752318,15.2620787,4.661651043,1.647127149,0.001528601584,0.004895872523,0.001684162469,0.01054964733,108.2593999,42.66642891,229.9463889,37.34012561,-8.040337224,7.539335139,83.46793454,9.804720273,4.512845262,1.651984427,1.455062974e-4,0.00101765903,0.004724396752,0.01765159319,225.3195728,65.7276223,312.3150063,43.70909473,12.82248535,7.583079627,62.72600402,13.83750771,4.974269791,1.699491417,0.002239244806,0.005369764981,3.648255563e-4,0.004416376425,241.990526,55.97457915,364.5482505,30.74175139,22.40306621,4.429900178,63.26709275,11.94335368,4.403892094,1.424511862,0.002701134021,0.006614328343,0,0,97.50899478,40.12453739,270.59933,43.94075015,3.450889493,9.184991046,70.63570545,14.93647411,4.761619927,1.742520804,9.580250756e-4,0.004133181558,0.00174402384,0.01032293701,57,17,0,23,36,0,0.3998176075,20.70762712,4.025400532,-0.1969729164,-0.6706944285,323,19.2059341,0,0.3560870734,4.514096676,2.40852905191792
nhdhr_122551004,Lac Qui Parle,10_N45.00-46.00_W94.50-99.50,target,nldas_meteo_N45.0625-45.0625_W95.9375-95.9375.csv,-95.92429521933967,45.06021070465439,MN,Chippewa|Lac qui Parle,3.270598,3.048,14960192.31,169.6279909,83.56473508,295.3650418,63.62167396,7.878964297,13.45730701,69.9646779,15.19387482,4.696463685,1.651644339,0.001502128548,0.00488474838,0.00167501623,0.01080820569,108.3302419,41.8320823,230.0628706,37.29704993,-7.97321991,7.529790107,83.44290548,9.795201241,4.572826237,1.658953721,1.447506218e-4,9.92494692e-4,0.004635548384,0.01779544257,223.9950397,65.73547918,312.5106554,43.6509315,12.84577198,7.572852225,62.77262189,13.79301629,5.004483203,1.703935354,0.002208613415,0.005404382205,3.199772008e-4,0.003771250369,242.4472802,55.80765364,364.6258275,30.73118506,22.38346174,4.425307691,63.53357571,11.902739,4.405698353,1.424453249,0.002640568111,0.006583072433,0,0,98.67255717,40.34079829,270.7045077,43.9511955,3.499120463,9.169190584,70.52495771,14.90834383,4.810527409,1.745408137,9.457819675e-4,0.004112768809,0.001842939166,0.01139799657,342,151,0,66,322,5,0.4255074032,20.82559796,3.530263506,-0.8964312854,1.810787693,323,19.15518478,0,0.3271298038,4.543136182,3.62810441769645
nhdhr_126210325,Upper Lightning Lake,07_N46.00-47.00_W94.50-99.00,target,nldas_meteo_N46.1875-46.1875_W96.1875-96.1875.csv,-96.15704819617446,46.1356099745817,MN,Otter Tail,1.172414,2.6,2864964.889,167.5354733,84.88188291,291.0144966,63.82680754,6.728281893,14.05681467,69.5753507,15.95963896,4.213046841,1.579363906,0.001371959019,0.00456462162,0.001694949385,0.01034120069,106.4404219,42.85272423,224.6016329,37.40959872,-10.12921251,7.508459618,84.39839288,9.30491774,3.901977755,1.551931239,8.31e-5,6.821137223e-4,0.004592116491,0.01675963042,227.2130621,65.34521705,307.8614835,43.61452519,12.09143341,7.816376412,61.63727727,14.77876099,4.557319638,1.617124221,0.002011793187,0.005232776573,4.981659627e-4,0.00595023825,238.3218582,56.59408669,360.6813159,30.06434707,21.92434932,4.446754891,61.14359597,11.80432172,4.117171161,1.386959839,0.00246102639,0.006140967014,0,0,93.0320744,40.01374783,267.3600268,43.90604823,2.227672939,9.363395275,71.65623306,14.7418479,4.27384802,1.681509028,8.671970951e-4,0.003647075533,0.001784585917,0.01022308695,33,12,0,11,19,3,0.372960373,18.86212121,5.384519336,-0.4007979362,-1.155502311,319,19.55457528,0,0.4103063693,4.206571512,2.58940886410173
nhdhr_121544790,Talac Lake,07_N46.00-47.00_W94.50-99.00,target,nldas_meteo_N46.8125-46.8125_W96.1875-96.1875.csv,-96.15616872806802,46.86154919530631,MN,Becker,0.9620308,6,345007.5356,166.3972432,86.1713903,285.3558641,63.25718606,5.601437379,14.03711005,71.11281057,15.56013282,4.363540582,1.539166375,0.001467622331,0.004813371877,0.002043743707,0.01056574521,104.542512,44.89432933,219.3945518,37.71940691,-11.17570185,7.538544985,85.54645156,7.965418048,4.030088363,1.462026884,7.54e-5,6.681884805e-4,0.00502547351,0.01558907547,227.8216368,63.44347178,301.23195,43.48507006,10.80702466,7.858092342,63.65046673,14.53628886,4.708260143,1.612554104,0.002030489025,0.005208189652,8.323971362e-4,0.007547701097,238.0857207,58.3672361,354.4529931,29.48446589,20.86121125,4.483489799,61.96684552,11.98624715,4.282298018,1.380557852,0.002770025742,0.006733058035,0,0,89.90568393,40.16459911,262.848855,43.41778648,1.114940098,9.29836618,73.85110563,13.94868539,4.431120704,1.615104133,9.21934503e-4,0.003787162645,0.002431079206,0.01173997015,45,12,0,10,42,0,0.4179487179,19.64365385,2.958464777,0.8192068609,-0.3041667638,313,19.74947558,1,0.7334049987,4.335301168,2.33226685730884
nhdhr_121544835,Lee Lake,07_N46.00-47.00_W94.50-99.00,target,nldas_meteo_N46.8125-46.8125_W96.1875-96.1875.csv,-96.14070794990549,46.85970804457188,MN,Becker,0.95458,16,171118.1468,166.3972432,86.1713903,285.3558641,63.25718606,5.601437379,14.03711005,71.11281057,15.56013282,4.363540582,1.539166375,0.001467622331,0.004813371877,0.002043743707,0.01056574521,104.542512,44.89432933,219.3945518,37.71940691,-11.17570185,7.538544985,85.54645156,7.965418048,4.030088363,1.462026884,7.54e-5,6.681884805e-4,0.00502547351,0.01558907547,227.8216368,63.44347178,301.23195,43.48507006,10.80702466,7.858092342,63.65046673,14.53628886,4.708260143,1.612554104,0.002030489025,0.005208189652,8.323971362e-4,0.007547701097,238.0857207,58.3672361,354.4529931,29.48446589,20.86121125,4.483489799,61.96684552,11.98624715,4.282298018,1.380557852,0.002770025742,0.006733058035,0,0,89.90568393,40.16459911,262.848855,43.41778648,1.114940098,9.29836618,73.85110563,13.94868539,4.431120704,1.615104133,9.21934503e-4,0.003787162645,0.002431079206,0.01173997015,26,12,0,6,23,0,0.062413793100000003,20.89344828,3.319880888,0.2223174367,-0.8719794028,313,19.74947558,1,0.8894114485,4.335301168,1.98052430526136
nhdhr_121543944,Big Sugar Bush Lake,02_N47.00-48.00_W94.00-99.00,target,nldas_meteo_N47.0625-47.0625_W95.8125-95.8125.csv,-95.77717749683318,47.04124865769445,MN,Becker,0.3246313,12.4968,1712673.265,164.1491392,86.37797067,283.619172,62.03104571,5.399295938,13.67932773,71.4646533,14.91812089,4.667660077,1.654112721,0.001501408948,0.004886035983,0.002099556195,0.01033313235,101.0750507,43.63656335,219.3016537,37.97859196,-10.78429545,7.521816558,85.0549528,7.60148214,4.442645657,1.605250013,7.96e-5,7.112658813e-4,0.00502217676,0.01434773915,228.2712056,63.74349778,299.0747368,43.18612777,10.31368169,7.798306344,64.19342577,14.24973566,4.939299869,1.714739101,0.002045048541,0.005239009675,9.383995232e-4,0.008998890819,234.839912,57.47283241,350.6538469,28.80712144,20.2486029,4.427074875,63.39512404,11.46309391,4.468028075,1.490085087,0.002850149066,0.006894949721,0,0,87.15912937,38.87481262,262.0584128,43.26989549,1.045499295,9.199416612,73.72360858,13.79607341,4.82587049,1.74316548,9.566610303e-4,0.003784315608,0.002553893399,0.01144151015,133,43,0,44,112,1,0.3719168668,16.09420382,5.422042397,-0.1387705007,-1.152589032,313,19.35986676,1,0.61240258,4.543901565,3.40840551838106
