target_id,source_id,meta_rmse,spearman,pb0_rmse,pgmtl_rmse,n_obs_sp,n_obs_su,dif_max_depth,dif_surface_area,dif_glm_strat_perc,perc_dif_max_depth,perc_dif_surface_area,perc_dif_sqrt_surface_area
nhdhr_74927813,nhdhr_120020343,nan,1.6e-322,3.952766667101393,4.641744314359662,486.0,894.0,4.876799999999999,8046157.5370000005,-0.14264202600958253,57.14285714285714,155.71994750726063,95.6792320688394
nhdhr_70333891,nhdhr_143249192,nan,32.0,2.934480547642726,2.108133759263013,947.0,1335.0,11.5824,2259386.4529999997,-0.09534565366187542,50.66666666666667,59.16415833259396,30.25922841835895
nhdhr_77358322,nhdhr_143416561,nan,4.4e-323,2.5631758677836154,2.098741762047831,668.0,991.0,11.2746,312948182.2,-0.2360711841204654,107.23314406368591,188.53881007737098,141.36964172284442
nhdhr_120018091,nhdhr_121623126,nan,6e-323,2.7797594472811307,2.291595596741162,285.0,479.0,-2.743199999999999,-532377.102,-0.04168377823408631,29.508196721311464,59.66978863185438,30.53011283333637
nhdhr_120018120,nhdhr_86274823,nan,3.5e-323,3.0665418634529025,4.200066244315302,195.0,530.0,-1.0799999999999992,134932.6261,-0.09787816563997254,13.235294117647047,28.457534263907714,14.301523648492296
nhdhr_120018135,nhdhr_34119718,nan,173.54753875732422,2.0247422935807613,2.013147852807562,40.0,95.0,-0.47893300000000005,1408558.3639999998,-0.16194387405886385,27.203856103845798,123.6181272973748,69.21093658925848
nhdhr_120018136,nhdhr_143249864,nan,1.8631524425686412,2.7022811833251827,2.309398582109949,823.0,1019.0,-0.3048000000000002,-408777.2705,-0.0003422313483915085,2.816901408450706,87.55134704979571,46.10165277613395
nhdhr_120018220,nhdhr_120020211,nan,1.00315e-319,2.6687987707284235,2.8739907719072884,130.0,250.0,0.6103999999999994,-3321341.4233,0.36577686516084873,9.103382449442215,161.8582531749585,101.96389180820495
nhdhr_120018226,nhdhr_120020334,nan,20304.0,2.868739535737537,2.1534844997844087,362.0,570.0,2.4383999999999997,-1180857.5696,0.07871321013004795,31.999999999999996,80.13335085638329,41.81836618813634
nhdhr_120018233,nhdhr_139268769,nan,5e-323,1.92837897304102,1.2927208628830822,435.0,1616.0,2.1336000000000004,112599.16720000003,-0.008966461327857722,40.00000000000001,14.062573304710678,7.039998694538043
nhdhr_120020198,nhdhr_120020343,nan,5.4e-323,2.4953914326745688,1.8981245208970037,486.0,894.0,7.924799999999999,7967348.583000001,-0.1085557837097878,113.04347826086956,153.02773024043424,93.09017418603744
nhdhr_120020200,nhdhr_120018049,nan,1.5e-323,3.096992331268435,2.425677929790937,1584.0,2349.0,10.0584,-30381.196999999927,0.13175906913073232,74.15730337078652,3.1088963279854775,1.5545420760199955
