target_id,source_ids,pb0_rmse,pgmtl_rmse,n_obs_sp,n_obs_su,dif_max_depth,dif_surface_area,dif_glm_strat_perc,perc_dif_max_depth,perc_dif_surface_area,perc_dif_sqrt_surface_area
nhdhr_143418975,nhdhr_nhdhr_121860894 : nhdhr_nhdhr_45385910 : nhdhr_nhdhr_120019704 : nhdhr_nhdhr_155635994 : nhdhr_nhdhr_166867866 : nhdhr_nhdhr_120020343 : nhdhr_nhdhr_139269431 : nhdhr_nhdhr_91692521 : nhdhr_nhdhr_105954753,3.3995460079791084,2.983870376307267,1152.0,2835.0,11.904490000000001,142448957.98,0.016016427104722786,71.50808021862409,160.35624680632705,100.37210533105578
nhdhr_{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},nhdhr_nhdhr_143249864 : nhdhr_nhdhr_120020211 : nhdhr_nhdhr_120020343 : nhdhr_nhdhr_120020844 : nhdhr_nhdhr_120018102 : nhdhr_nhdhr_91684979 : nhdhr_nhdhr_45385910 : nhdhr_nhdhr_120019636 : nhdhr_nhdhr_120020208,1.337473288776301,1.3966666862325519,269.0,361.0,1.8288000000000006,-4148618.9437999995,0.3347022587268994,42.85714285714287,163.6310659835075,103.8929206392843
nhdhr_{E940A362-4076-4895-A23F-1B8CCC905DEE},nhdhr_nhdhr_166867866 : nhdhr_nhdhr_120018211 : nhdhr_nhdhr_121623043 : nhdhr_nhdhr_155635994 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_120018114 : nhdhr_nhdhr_120020240 : nhdhr_nhdhr_120020354 : nhdhr_nhdhr_45730390,3.8117392471786378,2.1647415100868144,113.0,790.0,-2.1336000000000013,-9815758.875999998,0.12313483915126622,9.150326797385626,135.95746222643115,78.43355961908084
nhdhr_105567402,nhdhr_nhdhr_105954753 : nhdhr_nhdhr_126212479 : nhdhr_nhdhr_120018379 : nhdhr_nhdhr_143418891 : nhdhr_nhdhr_120019704 : nhdhr_nhdhr_139269431 : nhdhr_nhdhr_120018114 : nhdhr_nhdhr_45730390 : nhdhr_nhdhr_121622699,1.8540224290731577,1.4057410336535474,962.0,1402.0,14.012,-480795416.77,0.3152635181382614,109.41746056535999,198.42534514636435,176.34077654793916
nhdhr_120019058,nhdhr_nhdhr_143249192 : nhdhr_nhdhr_74924599 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_166867866 : nhdhr_nhdhr_69886228 : nhdhr_nhdhr_120019854 : nhdhr_nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307 : nhdhr_nhdhr_120018100 : nhdhr_nhdhr_120019638,3.4465000647340753,1.9630178710187602,220.0,972.0,-15.849599999999995,-22534233.259999998,-0.06659822039698837,33.12101910828025,96.97045892937669,51.72872250483045
nhdhr_120019354,nhdhr_nhdhr_143249470 : nhdhr_nhdhr_69886228 : nhdhr_nhdhr_120019854 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_91692521 : nhdhr_nhdhr_166867866 : nhdhr_nhdhr_120019371 : nhdhr_nhdhr_120018114 : nhdhr_nhdhr_120020354,3.2107112744765063,3.05297433691053,854.0,1483.0,-30.759999999999998,-178392227.992,0.059137577002053465,100.45721750489875,185.7684246619453,135.55031486315684
nhdhr_120020090,nhdhr_nhdhr_75654673 : nhdhr_nhdhr_120020343 : nhdhr_nhdhr_143416561 : nhdhr_nhdhr_120020206 : nhdhr_nhdhr_120019704 : nhdhr_nhdhr_120018211 : nhdhr_nhdhr_120019636 : nhdhr_nhdhr_143418891 : nhdhr_nhdhr_120020844,1.4728779892451243,1.2206359209038566,951.0,969.0,0.6095999999999999,-5835143.777000001,0.134154688569473,14.285714285714285,115.95354734244535,63.893933551774836
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,nhdhr_nhdhr_120018211 : nhdhr_nhdhr_120020240 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_139269431 : nhdhr_nhdhr_143249192 : nhdhr_nhdhr_120018032 : nhdhr_nhdhr_81002103 : nhdhr_nhdhr_167256799 : nhdhr_nhdhr_80005045,2.6516595579005564,1.4556493223449305,950.0,1521.0,-1.2017200000000017,-2484966.026,0.0030800821355236874,7.889826580335452,62.61449794813,32.11445819540944
nhdhr_EBD8B5AF-7EBC-43A3-82BA-AF41830C144C,nhdhr_nhdhr_120018114 : nhdhr_nhdhr_143249470 : nhdhr_nhdhr_105954753 : nhdhr_nhdhr_120019513 : nhdhr_nhdhr_69886228 : nhdhr_nhdhr_120019371 : nhdhr_nhdhr_143249192 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_91692521,5.075474649537428,2.505438989366683,937.0,1140.0,-31.9,-898692936.85,-0.04175222450376459,83.83705650459922,187.04241615201855,138.13164724838532
nhdhr_120020567,nhdhr_nhdhr_120018211 : nhdhr_nhdhr_120019638 : nhdhr_nhdhr_166867866 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_81002103 : nhdhr_nhdhr_80005045 : nhdhr_nhdhr_120020240 : nhdhr_nhdhr_120020343 : nhdhr_nhdhr_121623043,2.4053363561033243,2.5382675872548988,1018.0,1464.0,-15.24,-4545305.697000001,-0.11293634496919913,66.66666666666667,75.83448862291424,39.38786860714424
nhdhr_120018981,nhdhr_nhdhr_120018114 : nhdhr_nhdhr_105954753 : nhdhr_nhdhr_143249470 : nhdhr_nhdhr_120019371 : nhdhr_nhdhr_143418891 : nhdhr_nhdhr_69886228 : nhdhr_nhdhr_120019749 : nhdhr_nhdhr_120018211 : nhdhr_nhdhr_152335372,4.9926248603536525,2.196374549805078,911.0,1631.0,-20.748000000000005,-411037181.07199997,0.2509240246406571,67.42054981477872,198.02031500667013,173.6483113934062
nhdhr_107074156,nhdhr_nhdhr_81002103 : nhdhr_nhdhr_86275195 : nhdhr_nhdhr_120018100 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_86274695 : nhdhr_nhdhr_120018211 : nhdhr_nhdhr_152335372 : nhdhr_nhdhr_143249413 : nhdhr_nhdhr_120020240,1.6093980800728647,1.480507256861509,514.0,898.0,-1.524000000000001,1889845.3359999997,-0.0849418206707735,8.849557522123899,64.70154953388509,33.2446311206486
nhdhr_107074838,nhdhr_nhdhr_34129366 : nhdhr_nhdhr_34131191 : nhdhr_nhdhr_120020218 : nhdhr_nhdhr_120020204 : nhdhr_nhdhr_91690129 : nhdhr_nhdhr_34126002 : nhdhr_nhdhr_120018071 : nhdhr_nhdhr_91594827 : nhdhr_nhdhr_120020367,2.124301682080129,2.708526208010456,165.0,248.0,-1.0999999999999996,70104.67022999999,-0.028131416837782308,19.819819819819813,73.11872742924437,37.870152591398224
nhdhr_0b5e30c9-8c3f-401b-9931-91ac59b2662a,nhdhr_nhdhr_86275195 : nhdhr_nhdhr_81002103 : nhdhr_nhdhr_120018211 : nhdhr_nhdhr_80005045 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_139269431 : nhdhr_nhdhr_143249413 : nhdhr_nhdhr_91594833 : nhdhr_nhdhr_143249192,2.5279232844288946,1.9170154369391281,947.0,1335.0,12.192,2304260.164,-0.1067077344284737,54.054054054054056,60.69582491489292,31.080828105569474
nhdhr_114544961,nhdhr_nhdhr_32672122 : nhdhr_nhdhr_143249864 : nhdhr_nhdhr_120018084 : nhdhr_nhdhr_120020211 : nhdhr_nhdhr_120020805 : nhdhr_nhdhr_34127708 : nhdhr_nhdhr_120018049 : nhdhr_nhdhr_91685475 : nhdhr_nhdhr_91597877,1.547038331732825,2.3470957906905836,774.0,1224.0,1.8287999999999993,460744.26340000005,0.04941820670773445,24.999999999999993,98.12910612100778,52.437342267152566
nhdhr_120019246,nhdhr_nhdhr_75654673 : nhdhr_nhdhr_105954753 : nhdhr_nhdhr_121839184 : nhdhr_nhdhr_120020206 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_120020240 : nhdhr_nhdhr_120019371 : nhdhr_nhdhr_143416561 : nhdhr_nhdhr_120018459,1.8376388598415694,1.3589565687008864,567.0,1490.0,-3.6576000000000004,-8338320.378999999,-0.000479123887748123,33.333333333333336,93.31424802982032,49.51714460800806
nhdhr_eec6bb9d-30cb-4c7d-bfc1-88e675b7d41b,nhdhr_nhdhr_120020354 : nhdhr_nhdhr_143249192 : nhdhr_nhdhr_121623043 : nhdhr_nhdhr_139269431 : nhdhr_nhdhr_167256799 : nhdhr_nhdhr_155635994 : nhdhr_nhdhr_80005045 : nhdhr_nhdhr_120019749 : nhdhr_nhdhr_81002103,2.222815844776533,2.8018228306296398,1552.0,2367.0,-2.53815,-2562239.437000001,0.0698836413415469,16.93785316389808,64.91764612716041,33.36200900227668
nhdhr_114542575,nhdhr_nhdhr_152335372 : nhdhr_nhdhr_141288680 : nhdhr_nhdhr_86275195 : nhdhr_nhdhr_120018100 : nhdhr_nhdhr_34130604 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_120018140 : nhdhr_nhdhr_91691877 : nhdhr_nhdhr_86274695,1.7107695202576974,1.6881719398359236,716.0,1403.0,-4.876799999999999,623703.368,-0.001232032854209475,23.52941176470588,46.46830773177594,23.556474002888844
nhdhr_120020636,nhdhr_nhdhr_120020343 : nhdhr_nhdhr_121623043 : nhdhr_nhdhr_120019636 : nhdhr_nhdhr_143249864 : nhdhr_nhdhr_139268769 : nhdhr_nhdhr_81002103 : nhdhr_nhdhr_70334209 : nhdhr_nhdhr_120018459 : nhdhr_nhdhr_120017988,1.2359470511936603,1.3950967410841695,153.0,289.0,3.3528000000000002,4557359.619999999,-0.0449007529089665,53.65853658536586,122.65157497763764,68.52492103408976
nhdhr_69884058,nhdhr_nhdhr_45722930 : nhdhr_nhdhr_120019712 : nhdhr_nhdhr_120018140 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_120018081 : nhdhr_nhdhr_91594833 : nhdhr_nhdhr_120020240 : nhdhr_nhdhr_143249413 : nhdhr_nhdhr_86275195,3.6601816936816802,3.127775865794548,383.0,1241.0,3.3527999999999984,-422862.3359999999,0.07481177275838469,23.157894736842096,31.955407298412076,16.080998914555707
nhdhr_69885442,nhdhr_nhdhr_139268769 : nhdhr_nhdhr_121623126 : nhdhr_nhdhr_86275195 : nhdhr_nhdhr_120018140 : nhdhr_nhdhr_80005045 : nhdhr_nhdhr_120019636 : nhdhr_nhdhr_152335372 : nhdhr_nhdhr_120018114 : nhdhr_nhdhr_91594833,5.086348527219623,2.961683043508814,1280.0,1754.0,1.8287999999999993,-1696901.07,0.15865845311430526,13.333333333333327,82.90712170773672,43.406117955680045
nhdhr_69886650,nhdhr_nhdhr_105954753 : nhdhr_nhdhr_143416561 : nhdhr_nhdhr_143418891 : nhdhr_nhdhr_120019371 : nhdhr_nhdhr_69886228 : nhdhr_nhdhr_120018114 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_120019294 : nhdhr_nhdhr_120020354,6.131020628153805,4.190245581642954,854.0,1483.0,0.0,-45584998.632,0.2663928815879535,0.0,153.86954559471667,93.8898624102245
nhdhr_123148239,nhdhr_nhdhr_143249192 : nhdhr_nhdhr_81002103 : nhdhr_nhdhr_167256799 : nhdhr_nhdhr_120018211 : nhdhr_nhdhr_121623043 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_80005045 : nhdhr_nhdhr_139269431 : nhdhr_nhdhr_155635994,1.6515636412908798,1.679146197741565,693.0,1519.0,-8.534400000000002,-2729990.214,0.02532511978097196,31.460674157303377,59.83348085334571,30.617880059467595
nhdhr_69885902,nhdhr_nhdhr_139268769 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_81002103 : nhdhr_nhdhr_120018459 : nhdhr_nhdhr_152335372 : nhdhr_nhdhr_120019712 : nhdhr_nhdhr_45728298 : nhdhr_nhdhr_120018100 : nhdhr_nhdhr_80005045,2.6337138417115664,2.3424383843776053,950.0,1521.0,4.876799999999999,1259541.3420000002,0.02758384668035596,40.0,60.08053995917019,30.750412868394893
nhdhr_69886284,nhdhr_nhdhr_152335372 : nhdhr_nhdhr_120018114 : nhdhr_nhdhr_143249413 : nhdhr_nhdhr_86274695 : nhdhr_nhdhr_143249192 : nhdhr_nhdhr_120020240 : nhdhr_nhdhr_120019638 : nhdhr_nhdhr_86275195 : nhdhr_nhdhr_121623043,2.2930553736413,1.7961849852544332,1018.0,1464.0,-3.048,91075.54999999981,-0.10041067761806977,18.181818181818183,2.477890403099996,1.2389927492634125
nhdhr_69886444,nhdhr_nhdhr_139268769 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_34130604 : nhdhr_nhdhr_120018081 : nhdhr_nhdhr_120018139 : nhdhr_nhdhr_34129544 : nhdhr_nhdhr_86274695 : nhdhr_nhdhr_86275195 : nhdhr_nhdhr_91688455,1.8404530197435855,1.9114439730942052,1511.0,2407.0,0.11680000000000135,185185.98420000006,0.1381930184804928,0.5822996849200403,25.398641753115008,12.750939315110804
nhdhr_70330275,nhdhr_nhdhr_32672122 : nhdhr_nhdhr_120018090 : nhdhr_nhdhr_120020805 : nhdhr_nhdhr_143249864 : nhdhr_nhdhr_45728298 : nhdhr_nhdhr_120018084 : nhdhr_nhdhr_120018132 : nhdhr_nhdhr_34129544 : nhdhr_nhdhr_120019712,3.1236851152188065,1.773892675228937,935.0,1302.0,2.7432,806656.7244000002,-0.03935660506502392,36.73469387755102,121.83033049689507,67.94572103710237
nhdhr_105231881,nhdhr_nhdhr_120018114 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_120020206 : nhdhr_nhdhr_120020354 : nhdhr_nhdhr_45385910 : nhdhr_nhdhr_120020343 : nhdhr_nhdhr_105954753 : nhdhr_nhdhr_143418891 : nhdhr_nhdhr_143249192,3.2056280284410033,2.4227814605561067,947.0,1335.0,19.507199999999997,-3368753.2070000004,0.23319644079397667,103.22580645161288,50.78844209632375,25.817375674100713
nhdhr_83826087,nhdhr_nhdhr_34119718 : nhdhr_nhdhr_139268769 : nhdhr_nhdhr_120020343 : nhdhr_nhdhr_120018459 : nhdhr_nhdhr_120018094 : nhdhr_nhdhr_120020805 : nhdhr_nhdhr_70334219 : nhdhr_nhdhr_69886156 : nhdhr_nhdhr_91690129,2.481577230545334,1.8490403940161577,157.0,218.0,1.1707319999999999,-175104.72400000002,0.1659822039698836,48.484863544537184,72.3055089428844,37.41821165297088
nhdhr_122851099,nhdhr_nhdhr_143249864 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_81002103 : nhdhr_nhdhr_139268769 : nhdhr_nhdhr_91594833 : nhdhr_nhdhr_143249192 : nhdhr_nhdhr_80005045 : nhdhr_nhdhr_152335372 : nhdhr_nhdhr_120018049,3.587134722259968,2.6770844498034916,1584.0,2349.0,8.46394,-506816.80779999995,0.25106091718001367,58.937679785917666,41.697806338843506,21.08052858624846
nhdhr_145088870,nhdhr_nhdhr_34131807 : nhdhr_nhdhr_120020334 : nhdhr_nhdhr_91684979 : nhdhr_nhdhr_120018114 : nhdhr_nhdhr_120018379 : nhdhr_nhdhr_120018100 : nhdhr_nhdhr_120018139 : nhdhr_nhdhr_37648633 : nhdhr_nhdhr_120019712,1.05122102483567,3.1875018266072184,935.0,1302.0,-0.22497599999999984,-2961982.789,0.3249144421629021,2.5132243214910956,116.31882348288141,64.14125315576607
nhdhr_147307413,nhdhr_nhdhr_75654673 : nhdhr_nhdhr_143416561 : nhdhr_nhdhr_120020343 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_120020206 : nhdhr_nhdhr_126212479 : nhdhr_nhdhr_143418891 : nhdhr_nhdhr_120017988 : nhdhr_nhdhr_120020844,2.0299974763488966,1.6167063244342892,951.0,969.0,-0.05647000000000002,-5795552.16,0.10212183436002742,1.2275459840638583,115.62162469889172,63.66969202661862
nhdhr_120018493,nhdhr_nhdhr_166867866 : nhdhr_nhdhr_69886228 : nhdhr_nhdhr_121623043 : nhdhr_nhdhr_120019854 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_120018211 : nhdhr_nhdhr_139269431 : nhdhr_nhdhr_120020343 : nhdhr_nhdhr_120020354,4.337112800980189,2.488834062807074,854.0,1483.0,-9.4488,-5578975.662000001,0.04784394250513346,47.32824427480916,57.977038138873006,29.624536726841004
nhdhr_120018495,nhdhr_nhdhr_80005045 : nhdhr_nhdhr_139269431 : nhdhr_nhdhr_155635994 : nhdhr_nhdhr_120018032 : nhdhr_nhdhr_120018114 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_121623043 : nhdhr_nhdhr_143249192 : nhdhr_nhdhr_166867866,2.2569029576744892,3.579123130443808,646.0,1615.0,26.5176,26060346.202,0.10246406570841893,94.05405405405405,143.3349290018911,84.44343208549151
nhdhr_120018510,nhdhr_nhdhr_120020343 : nhdhr_nhdhr_120019636 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_120019749 : nhdhr_nhdhr_143249192 : nhdhr_nhdhr_120019854 : nhdhr_nhdhr_120018114 : nhdhr_nhdhr_45730390 : nhdhr_nhdhr_120019638,1.8823191477541237,2.7759488094233977,220.0,972.0,27.127200000000002,4480365.87,0.19240246406570843,102.89017341040463,46.042449757185146,23.334603441956332
nhdhr_120018511,nhdhr_nhdhr_139268769 : nhdhr_nhdhr_91594833 : nhdhr_nhdhr_120018129 : nhdhr_nhdhr_80005045 : nhdhr_nhdhr_86274823 : nhdhr_nhdhr_143249192 : nhdhr_nhdhr_120020199 : nhdhr_nhdhr_91597877 : nhdhr_nhdhr_120018081,1.777868808557146,1.38514986260171,1345.0,2115.0,3.6576000000000004,209025.71869999997,0.09370294318959616,34.28571428571429,24.691616591503568,12.393213651622382
nhdhr_120019016,nhdhr_nhdhr_143249192 : nhdhr_nhdhr_155445200 : nhdhr_nhdhr_139269431 : nhdhr_nhdhr_74924599 : nhdhr_nhdhr_166867866 : nhdhr_nhdhr_69886228 : nhdhr_nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307 : nhdhr_nhdhr_120018211 : nhdhr_nhdhr_120018100,2.032555741428078,2.0121338171065073,2522.0,4014.0,-35.66160000000001,-18726336.761,0.06844626967830258,78.78787878787881,169.30869978407287,110.49177024953833
nhdhr_120020759,nhdhr_nhdhr_143249864 : nhdhr_nhdhr_120018379 : nhdhr_nhdhr_167256807 : nhdhr_nhdhr_34131807 : nhdhr_nhdhr_120019636 : nhdhr_nhdhr_120018459 : nhdhr_nhdhr_45385910 : nhdhr_nhdhr_120020211 : nhdhr_nhdhr_81002103,1.4118879962888908,1.0588022957222487,1552.0,2367.0,9.448799999999999,935230.3229999996,0.20499657768651613,105.08474576271185,42.54580913974398,21.51917834648642
nhdhr_120020798,nhdhr_nhdhr_139268769 : nhdhr_nhdhr_120019636 : nhdhr_nhdhr_120019712 : nhdhr_nhdhr_120020211 : nhdhr_nhdhr_45385910 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_120018459 : nhdhr_nhdhr_120020208 : nhdhr_nhdhr_120020240,2.1039521402717503,2.0567596356203115,514.0,898.0,9.4592,1986364.4829999998,0.10054757015742644,80.64384122220706,69.14851634404091,35.674285424685664
nhdhr_59808243,nhdhr_nhdhr_120018071 : nhdhr_nhdhr_120018084 : nhdhr_nhdhr_34127708 : nhdhr_nhdhr_120020367 : nhdhr_nhdhr_91685475 : nhdhr_nhdhr_91595845 : nhdhr_nhdhr_34129366 : nhdhr_nhdhr_120020218 : nhdhr_nhdhr_91690341,2.869326416695112,2.918432299173355,227.0,324.0,-12.3736,-37293.72432,-0.09849418206707727,110.608931955519,50.12043741598022,25.46653533437995
nhdhr_72863203,nhdhr_nhdhr_120018139 : nhdhr_nhdhr_139268769 : nhdhr_nhdhr_143249864 : nhdhr_nhdhr_86274823 : nhdhr_nhdhr_32672122 : nhdhr_nhdhr_120020805 : nhdhr_nhdhr_120018059 : nhdhr_nhdhr_34131278 : nhdhr_nhdhr_120018140,2.3359446752741704,1.7779216207670494,790.0,1373.0,2.3919999999999995,829815.2638999999,0.040657084188911674,21.753364859949066,105.62524878656887,57.12048369750021
nhdhr_86273851,nhdhr_nhdhr_139268769 : nhdhr_nhdhr_120020199 : nhdhr_nhdhr_120018114 : nhdhr_nhdhr_121623126 : nhdhr_nhdhr_81002103 : nhdhr_nhdhr_141288680 : nhdhr_nhdhr_120020334 : nhdhr_nhdhr_34129544 : nhdhr_nhdhr_121622699,2.189783944350436,1.5396633315386492,962.0,1402.0,10.668000000000001,1040575.7177,-0.03429158110882957,73.68421052631578,74.99918478737061,38.91964451700546
nhdhr_86274219,nhdhr_nhdhr_120020206 : nhdhr_nhdhr_120020343 : nhdhr_nhdhr_70334209 : nhdhr_nhdhr_120017988 : nhdhr_nhdhr_143249864 : nhdhr_nhdhr_120019636 : nhdhr_nhdhr_120018379 : nhdhr_nhdhr_139268769 : nhdhr_nhdhr_120018146,1.5502119220476047,1.195121247476462,196.0,415.0,10.668,4188403.5209999997,0.08651608487337448,107.6923076923077,122.95485274084119,68.73966487945697
nhdhr_86275155,nhdhr_nhdhr_120018090 : nhdhr_nhdhr_32672122 : nhdhr_nhdhr_120020805 : nhdhr_nhdhr_143249864 : nhdhr_nhdhr_120018071 : nhdhr_nhdhr_120020211 : nhdhr_nhdhr_120018094 : nhdhr_nhdhr_120020204 : nhdhr_nhdhr_120020210,2.1969123605043426,1.3828840536536036,207.0,299.0,-0.6096000000000004,120550.9951,-0.005886379192334035,12.500000000000005,36.31926343666694,18.31186592384772
nhdhr_86275565,nhdhr_nhdhr_120018379 : nhdhr_nhdhr_120020343 : nhdhr_nhdhr_120020208 : nhdhr_nhdhr_120018459 : nhdhr_nhdhr_120020800 : nhdhr_nhdhr_120017988 : nhdhr_nhdhr_120018094 : nhdhr_nhdhr_139268769 : nhdhr_nhdhr_34126002,1.8017931258751632,1.29951284528954,281.0,289.0,4.096,-977817.0602999999,0.3742642026009583,101.18577075098814,162.80616259761328,102.98831527525634
nhdhr_86275759,nhdhr_nhdhr_120018074 : nhdhr_nhdhr_120018071 : nhdhr_nhdhr_34127708 : nhdhr_nhdhr_91685475 : nhdhr_nhdhr_120018084 : nhdhr_nhdhr_120020199 : nhdhr_nhdhr_34130604 : nhdhr_nhdhr_91688409 : nhdhr_nhdhr_120018132,2.0527170632312566,1.6862237710737842,655.0,1008.0,-6.705599999999999,144260.68929999997,-0.05112936344969199,36.66666666666666,40.25963447614444,20.337976296234377
nhdhr_86275955,nhdhr_nhdhr_120018084 : nhdhr_nhdhr_120020199 : nhdhr_nhdhr_120018139 : nhdhr_nhdhr_120018081 : nhdhr_nhdhr_34131278 : nhdhr_nhdhr_34130604 : nhdhr_nhdhr_143249864 : nhdhr_nhdhr_32672122 : nhdhr_nhdhr_120018126,2.0703595269565818,1.1902979755675573,528.0,837.0,-2.7432,-32037.741699999955,-0.02320328542094452,24.0,7.272135363291575,3.637270286955306
nhdhr_120019913,nhdhr_nhdhr_139268769 : nhdhr_nhdhr_81002103 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_120018140 : nhdhr_nhdhr_121623126 : nhdhr_nhdhr_120019712 : nhdhr_nhdhr_143249192 : nhdhr_nhdhr_152335372 : nhdhr_nhdhr_120018100,2.9125061895373467,2.3783158604180445,2522.0,4014.0,14.935199999999998,-713418.9749999999,0.22888432580424367,74.80916030534351,34.73297762963402,17.499442523710364
nhdhr_120019932,nhdhr_nhdhr_120018114 : nhdhr_nhdhr_69886228 : nhdhr_nhdhr_166867866 : nhdhr_nhdhr_143249470 : nhdhr_nhdhr_120020354 : nhdhr_nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307 : nhdhr_nhdhr_120019854 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_143249192,4.530179155378485,2.453619114700396,947.0,1335.0,-2.7432000000000016,-28911868.476999998,0.005133470225872627,9.137055837563457,148.99591406873392,89.37499302756709
nhdhr_166867846,nhdhr_nhdhr_139269431 : nhdhr_nhdhr_120019749 : nhdhr_nhdhr_120019638 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_152335372 : nhdhr_nhdhr_74924599 : nhdhr_nhdhr_143249192 : nhdhr_nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307 : nhdhr_nhdhr_155445200,3.3485232173550226,1.9470054408698132,1919.0,4674.0,29.8328,17057602.6,0.026009582477754978,52.32319122217467,76.03604257465885,39.501039805616244
nhdhr_166867852,nhdhr_nhdhr_120018133 : nhdhr_nhdhr_120018211 : nhdhr_nhdhr_91594833 : nhdhr_nhdhr_81002103 : nhdhr_nhdhr_91684979 : nhdhr_nhdhr_86275195 : nhdhr_nhdhr_47726570 : nhdhr_nhdhr_143249413 : nhdhr_nhdhr_120018049,2.2224966865956826,1.746369984355681,1584.0,2349.0,-11.8872,-1842150.8698,0.02785763175906908,48.4472049689441,97.8244535093332,52.25064508793095
nhdhr_166867860,nhdhr_nhdhr_86275195 : nhdhr_nhdhr_167256799 : nhdhr_nhdhr_86274695 : nhdhr_nhdhr_120018100 : nhdhr_nhdhr_143249640 : nhdhr_nhdhr_143249413 : nhdhr_nhdhr_120018211 : nhdhr_nhdhr_91684979 : nhdhr_nhdhr_139269431,2.352596592915254,1.7849975343670335,690.0,1887.0,-4.572000000000003,-1723000.2010000004,-0.21957563312799455,13.333333333333341,37.017499096508075,18.67003959411896
nhdhr_166867865,nhdhr_nhdhr_34131278 : nhdhr_nhdhr_120020199 : nhdhr_nhdhr_91594833 : nhdhr_nhdhr_45728298 : nhdhr_nhdhr_120018049 : nhdhr_nhdhr_120018081 : nhdhr_nhdhr_120020805 : nhdhr_nhdhr_34129544 : nhdhr_nhdhr_120018084,2.310850287036258,1.6387135666656332,2760.0,4441.0,0.3048000000000002,-440560.39859999996,0.08583162217659146,1.801801801801803,85.26032852136126,44.76592250702271
nhdhr_166867869,nhdhr_nhdhr_120018211 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_81002103 : nhdhr_nhdhr_152335372 : nhdhr_nhdhr_143249413 : nhdhr_nhdhr_141288680 : nhdhr_nhdhr_86275195 : nhdhr_nhdhr_34129544 : nhdhr_nhdhr_167256799,3.6020084315699052,2.19723488286468,266.0,597.0,-13.1064,-418940.42299999995,-0.029637234770705012,54.77707006369427,15.245927707837026,7.634070327351636
nhdhr_166867872,nhdhr_nhdhr_166867866 : nhdhr_nhdhr_120019638 : nhdhr_nhdhr_120020354 : nhdhr_nhdhr_74924599 : nhdhr_nhdhr_45730390 : nhdhr_nhdhr_120020240 : nhdhr_nhdhr_120018211 : nhdhr_nhdhr_120019749 : nhdhr_nhdhr_80005045,3.848179613783474,2.4370389586875767,950.0,1521.0,-9.7536,-4454044.569,0.012046543463381298,50.0,89.92230462654105,47.49691264549116
nhdhr_47478911,nhdhr_nhdhr_81002103 : nhdhr_nhdhr_86275195 : nhdhr_nhdhr_120018211 : nhdhr_nhdhr_74924599 : nhdhr_nhdhr_120018100 : nhdhr_nhdhr_120018114 : nhdhr_nhdhr_143249413 : nhdhr_nhdhr_155635994 : nhdhr_nhdhr_86274695,2.5290295622158663,2.54493826129593,716.0,1403.0,-9.143999999999998,-1802325.96,-0.0030800821355235763,39.99999999999999,70.53486621317897,36.43807686874974
nhdhr_47480235,nhdhr_nhdhr_91594833 : nhdhr_nhdhr_167256799 : nhdhr_nhdhr_120020199 : nhdhr_nhdhr_120018100 : nhdhr_nhdhr_81002103 : nhdhr_nhdhr_120018133 : nhdhr_nhdhr_141288680 : nhdhr_nhdhr_120018049 : nhdhr_nhdhr_120019712,2.2634484961867063,2.2380564433152594,935.0,1302.0,-8.2296,-39266.77599999984,-0.10349075975359345,63.52941176470588,3.6188021717308776,1.8095492065292693
