test_nhdhr_0cb9b9cf-3f4b-4061-9608-9f965f202b85,nhdhr_86274749,3.2193137829510405,0.329340888257653,3.1305382234184136
test_nhdhr_105953415,nhdhr_120020334,1.5794444814920956,0.6643499603376426,2.8292438070313426
test_nhdhr_120018046,nhdhr_166867866,3.9672891648107327,0.9337772995956131,2.59491544
test_nhdhr_120018038,nhdhr_1101938,1.4813968313208612,0.8850558010054433,2.2383014080000003
test_nhdhr_120018055,nhdhr_2385648,2.509831909030114,0.8673834090915877,2.440954903
test_nhdhr_120018072,nhdhr_1101504,1.5598508890025733,0.9176575620738288,3.2176056280000003
test_nhdhr_120018079,nhdhr_2385444,2.461340824858868,0.8260330376986478,3.316461986
test_nhdhr_34127844,nhdhr_120020805,2.0459182647330056,0.8078012920871358,3.234186698
test_nhdhr_34130613,nhdhr_120051922,1.2681209426502478,0.8496254221279128,1.871677912
test_nhdhr_120018092,nhdhr_91593827,2.0420617733238204,0.7903458736716594,2.349554738
test_nhdhr_34131552,nhdhr_1101684,1.0673932996806637,0.9453405936514351,2.21933466
test_nhdhr_120018103,nhdhr_120018132,2.7656620049327896,0.47837779465349434,4.444011941
test_nhdhr_120018106,nhdhr_1101942,1.9009637367577914,0.5313511775788743,3.976742779
test_nhdhr_34132539,nhdhr_2647582,1.2362152598127782,0.9345814949474037,1.798700046
test_nhdhr_34133487,nhdhr_4250588,3.558924720043833,0.8230153145468788,2.46153908
test_nhdhr_120018136,nhdhr_2384766,1.3520270043545666,0.9411444456277351,2.760469063
test_nhdhr_120017997,nhdhr_2385444,1.1849330074558497,0.3211357069703234,3.0035196253572685
test_nhdhr_120018025,nhdhr_1101504,2.1326021969093274,0.8021918304501404,2.7577604594980483
test_nhdhr_120018061,nhdhr_34127708,1.98039279214753,0.7412481549787953,3.0257116712298573
test_nhdhr_120018073,nhdhr_1101504,1.7053876544247975,0.8529059021768016,3.0105990533395284
