,target_id,source_id,rmse,spear,glm_uncal_rmse,glm_source_id,glm_source_rmse,glm_source_spear
70,test_nhdhr_45364805,nhdhr_120020218,2.2237462205565137,0.7439633095823659,4.230862495032962,34126002,1.72730927546305,1.72730927546305
71,test_nhdhr_45730422,nhdhr_12160852,1.7746521434369669,0.38962169973853705,4.859605306373681,32672122,2.61754290026844,2.61754290026844
72,test_nhdhr_58125641,nhdhr_13344284,1.876406715533368,0.8901636358388464,3.222915807257253,143249864,3.10775175052363,3.10775175052363
73,test_nhdhr_58125935,nhdhr_120019294,1.8006317135420111,0.1299999701412617,2.2405866441486024,143249864,2.82393839050036,2.82393839050036
74,test_nhdhr_58125937,nhdhr_80005045,2.0097707506710067,0.9082281725158275,4.134015431766277,121623043,5.2871425231314095,5.2871425231314095
75,test_nhdhr_58126057,nhdhr_12162854,1.8475015106457997,0.7656845464109299,5.269682678076322,120018133,4.79911440980571,4.79911440980571
76,test_nhdhr_58126421,nhdhr_2723765,2.326878053198953,0.8784809068297882,5.615278394866945,143249192,5.790500479283151,5.790500479283151
77,test_nhdhr_68840139,nhdhr_143249192,2.596883962597654,0.3737945778521813,5.138371580026324,91688775,4.711899333918019,4.711899333918019
78,test_nhdhr_69884058,nhdhr_143249413,2.9068267578321922,-0.02298824262414517,4.678144871462164,143249413,4.5444194727311595,4.5444194727311595
79,test_nhdhr_70331641,nhdhr_120020343,1.8295271443146042,0.7915342514563599,5.203315156457982,120018133,2.59267431058498,2.59267431058498
80,test_nhdhr_72863203,nhdhr_120020211,2.0288837918011438,0.6729890886217306,10.074229009694736,143249864,2.55237020680356,2.55237020680356
81,test_nhdhr_81642813,nhdhr_34127708,1.7144674368760526,0.8813592892027815,3.0330902348823443,34130604,2.00542147913054,2.00542147913054
82,test_nhdhr_91595057,nhdhr_91690129,2.043113627193874,0.5462765655682963,2.447862354145453,34126002,2.02501840806322,2.02501840806322
83,test_nhdhr_91595175,nhdhr_91595523,2.434280673405583,0.7093112484834249,3.474542651331681,34126002,3.8732279734207498,3.8732279734207498
84,test_nhdhr_91595755,nhdhr_91685475,1.7945668236260166,0.8014792018958308,4.524757895028607,91690341,2.3455351455003597,2.3455351455003597
85,test_nhdhr_91596049,nhdhr_120020204,1.3148336131876188,0.4929568212785312,5.039306994635772,120018074,3.098489206094,3.098489206094
86,test_nhdhr_91684103,nhdhr_1099526,1.9640896160294703,0.4180332845308844,3.27657294084055,32672122,1.8733478463051798,1.8733478463051798
87,test_nhdhr_91689407,nhdhr_120020226,2.7342261469280187,0.6922559371612899,2.6822333203622706,34126002,2.3282214978161297,2.3282214978161297
88,test_nhdhr_91691299,nhdhr_120020204,2.055481177863693,0.5069665412931421,4.618597791358132,91690341,2.84417610152353,2.84417610152353
89,test_nhdhr_{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},nhdhr_120018129,1.1493443479956502,0.02768601745143725,2.0869869657123408,91683191,3.0619192015961496,3.0619192015961496
