target_id,source_id,rmse
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34131191,4.6878768113148
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34133814,3.03752206450222
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_45337711,8.13836538687802
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91595509,7.82315483337451
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91595845,6.47789290977751
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91595523,3.61149901356698
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91690341,4.56715065256095
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34131807,2.98552384802449
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_37648749,6.93516835670144
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020217,4.77276906982313
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34129366,4.6587912849251
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91594827,4.59887798478232
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34126002,3.86839043991277
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34127966,4.19062257445971
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018131,6.40777241385147
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020203,6.05595805125121
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018212,6.24453936700716
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020218,7.48857408765454
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91687083,6.58802140836429
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020367,3.82289062070012
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91685209,7.1404602978333
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91691293,3.697746114535
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91690129,3.66801885235194
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34130489,5.43506630240092
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020226,6.65919060433014
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91688409,6.78782627879329
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91685475,3.14601200147095
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018071,6.70918835531402
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_70334219,3.14451685338416
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018123,6.51907235086856
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34125449,10.151920355183
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018107,7.49493686632501
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020374,3.45152566719658
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018108,4.08973679101164
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018022,5.75111162499291
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34127708,3.465120857272
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_70332223,3.29304727672722
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020383,4.52491601255574
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_37648257,7.75769469480322
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_75653667,6.96542612504569
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_143249864,3.67708748655126
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91687843,5.04110923820202
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018090,4.42777042430538
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018074,3.65111910514961
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020210,4.69872992610918
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020387,4.5702609800245
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018084,6.82866841606501
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020373,5.32402849352815
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020402,7.1711914906248
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_75474779,5.67928997936866
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_69886510,2.69011120764368
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91593827,4.85298284758534
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020211,3.33452705792961
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_32672122,3.88274245508405
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91688775,3.58364273923999
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018089,6.58296796512742
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020208,4.23152565634055
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018132,3.17822316320419
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018126,4.79385734582231
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020204,6.25855815683451
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018097,4.84152826714037
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020805,5.46755349689779
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120017989,8.93722854234812
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018070,5.52545513728008
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_155442829,2.65991922670021
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018094,4.24935629817412
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_45728298,3.09180864685575
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_86274823,4.07185720087036
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_86275133,3.23844777189053
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_166870380,2.94953126739908
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018102,2.97167828762907
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_86274749,3.16516330763742
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018345,2.92625089573555
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91594687,6.64798228054136
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_121623126,3.53453980271659
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34131278,3.60722685161933
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34130604,3.99370919103648
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018139,2.90099407019896
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34119747,3.50851144092293
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91597877,3.22563451955723
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120019849,5.74138003096716
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020199,3.22122754461829
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018059,3.17759974788966
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34129544,3.10816854204112
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_141288680,3.28548453597452
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91688455,4.96215784067582
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_139268769,3.95551810813551
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91684979,2.94265279875346
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_137059882,4.52566941133023
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020334,2.91329602685095
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91684663,3.83821664323341
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018124,6.70210092458212
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018081,3.0910286381647
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018049,3.0521919957476
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_45722930,3.29814324605987
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018129,3.59556136566825
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120019712,2.99656662499004
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_86275195,3.11349776230912
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91691877,4.20143006258418
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_143249413,3.38628181638321
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91683191,2.70143686397595
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_47726570,3.33270920770064
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_70334209,4.8316682707031
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018140,3.0764845121434
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91594833,2.9987600398622
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_37648633,3.33258603881457
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34124239,4.7952419638884
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120019850,5.15761203398049
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018018,4.29678594575714
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018006,4.15419950496391
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_70331799,4.47549286611743
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020242,3.53197005502754
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_167256799,3.33681724704875
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_86274695,3.0950336579852
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018100,2.94904486153063
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_167256807,3.32065411185136
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_69886156,4.22192176250279
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34119718,4.09963238180668
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_121622699,3.16469517694566
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_152335372,3.00460774825346
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_37649149,3.14243655468446
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020844,3.46303259665087
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020800,4.94995426546487
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_72862895,4.64548032938075
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_45730390,3.00650333848638
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120019704,3.79751974547266
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34243470,2.79322512351295
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_81002103,6.09157297724715
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_80005045,3.01069554826387
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018133,3.18984031983706
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_45385910,3.80814639013332
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_121860894,3.30337663341973
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_155635994,2.74819619527075
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018211,3.031885986911
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018364,3.12264749501261
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_151949699,3.91050969246781
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_121623043,3.33607131165681
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_139269431,3.04571011877891
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020240,3.34065499210124
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018379,4.65074877348199
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_123271064,3.03137652539866
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_75651507,2.49686245604873
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_58125473,2.91842789819999
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018032,2.85219803095032
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_121839184,3.67467337281457
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018459,5.79203181265298
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_143249192,3.34734099796828
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018146,3.76949245165541
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_151951149,2.70847910531367
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_74924599,4.46413520873275
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120017988,3.66310964123413
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120019636,3.1514258338197
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018307,4.32854912687317
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120019854,3.11627701005803
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020354,3.12251405291785
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120019749,3.02013443232855
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020343,4.04132820984898
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_166870310,3.08077826267094
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120019638,3.44916992891203
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020206,2.97078138411452
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_143249640,2.97169561200083
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_69886228,2.76416202185758
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_166867866,2.93814343456317
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_58124875,4.96738494743138
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020836,3.22624268998686
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_75654673,2.85722871483753
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018590,3.4165018205859
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_155445200,2.6879868572174
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91692521,4.65106253014982
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_143418891,4.00991986014204
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_143249470,2.80601112614249
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_126212479,4.23593174547485
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_143398250,3.7252313491286
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_143396594,3.74286276692553
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018114,3.63212601509205
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_166868528,2.91376075935329
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120019371,2.81714608387689
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_157361961,2.80554494040617
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_105954753,3.27617794009827
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120019513,3.28875665525244
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_143416561,3.64815411886062
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120019294,3.01497189466295
nhdhr_105954753,nhdhr_34131191,4.02822803647066
nhdhr_105954753,nhdhr_34133814,3.53660048057952
nhdhr_105954753,nhdhr_45337711,8.75572238082503
nhdhr_105954753,nhdhr_91595509,8.13562987936813
nhdhr_105954753,nhdhr_91595845,6.64772915495726
nhdhr_105954753,nhdhr_91595523,3.02459205919223
nhdhr_105954753,nhdhr_91690341,3.82382506541058
nhdhr_105954753,nhdhr_34131807,2.9994326825841102
nhdhr_105954753,nhdhr_37648749,7.01813989167888
nhdhr_105954753,nhdhr_120020217,3.34957098127706
nhdhr_105954753,nhdhr_34129366,3.63666982964877
nhdhr_105954753,nhdhr_91594827,3.5083951491532
nhdhr_105954753,nhdhr_34126002,3.16840159116387
nhdhr_105954753,nhdhr_34127966,3.5525059845077
nhdhr_105954753,nhdhr_120018131,6.14735295974518
nhdhr_105954753,nhdhr_120020203,5.894510786485
nhdhr_105954753,nhdhr_120018212,5.87201076017896
nhdhr_105954753,nhdhr_120020218,7.93892717545273
nhdhr_105954753,nhdhr_91687083,4.06185700628175
nhdhr_105954753,nhdhr_120020367,2.92896489710298
nhdhr_105954753,nhdhr_91685209,7.29679853019305
nhdhr_105954753,nhdhr_91691293,3.47994611485144
nhdhr_105954753,nhdhr_91690129,3.61806941949351
nhdhr_105954753,nhdhr_34130489,4.1076854515706
nhdhr_105954753,nhdhr_120020226,6.3464586805815
nhdhr_105954753,nhdhr_91688409,7.33567092103787
nhdhr_105954753,nhdhr_91685475,2.80178760700634
nhdhr_105954753,nhdhr_120018071,7.09242392108955
nhdhr_105954753,nhdhr_70334219,3.5987804753717
nhdhr_105954753,nhdhr_120018123,6.48963314710995
nhdhr_105954753,nhdhr_34125449,5.06848611617708
nhdhr_105954753,nhdhr_120018107,7.86623083288497
nhdhr_105954753,nhdhr_120020374,2.88373958759939
nhdhr_105954753,nhdhr_120018108,3.39992629494868
nhdhr_105954753,nhdhr_120018022,5.06130226816006
nhdhr_105954753,nhdhr_34127708,3.86385422502697
nhdhr_105954753,nhdhr_70332223,3.74120145566779
nhdhr_105954753,nhdhr_120020383,3.32973153563786
nhdhr_105954753,nhdhr_37648257,3.72341061297922
nhdhr_105954753,nhdhr_75653667,7.09088902302466
nhdhr_105954753,nhdhr_143249864,3.43777509395501
nhdhr_105954753,nhdhr_91687843,3.92197759530196
