target_id,source_id,pb-mtl_rmse,predicted_rmse,spearman,meta_rmse
nhdhr86275759,nhdhr120018084,3.05035828068509,1.8257704384955722,0.9423515981735158,1.2659567980115938
nhdhr86275955,nhdhr34129544,1.5471715280903402,2.2542859839190332,0.8382656274602424,1.7727761875862724
nhdhr120019913,nhdhr80005045,2.6850647395872302,1.8451515044576563,0.7429381199811051,0.9712736600716306
nhdhr120019932,nhdhr120018114,3.0005700893529506,2.6420030582615097,0.779932294126909,1.109704215216003
nhdhr166867846,nhdhr166867866,2.51637976952549,2.9569210196982914,0.8687844433947408,1.088955902451838
nhdhr166867852,nhdhr141288680,2.83844430274144,2.0748928149124977,0.9606794205636907,0.687491578076513
nhdhr166867860,nhdhr155635994,2.19381365990395,2.194869739732753,0.9450677058730909,1.3276279149602084
nhdhr166867865,nhdhr141288680,2.5040913783201,2.1806092600218627,0.9519996850889623,0.7719580128390316
nhdhr166867869,nhdhr141288680,3.1016392402524704,1.7212682291019181,0.9584120610927412,1.0847333762405675
nhdhr166867872,nhdhr166867866,3.00038794629354,2.348885679083062,0.8080381042355534,1.6539329695729057
nhdhr47478911,nhdhr143249192,3.52679462541348,1.8762586977141498,0.8261297433475042,1.2506425336092097
nhdhr47480235,nhdhr91691877,2.69992606144382,2.720005691832454,0.8681506849315068,0.9570032311692027
nhdhr151948642,nhdhr151949699,1.91038217948174,1.773966360716036,0.5171665879389072,1.3598034458645496
nhdhr151949390,nhdhr166867866,3.18108044419415,2.3647897824533906,0.5936033695481027,0.9519209338332829
nhdhr151949888,nhdhr45722930,2.77022882891831,2.218690948015213,0.7187686978428592,0.9162606892885743
nhdhr74926427,nhdhr69886228,3.7274502914801,2.7276448488401996,0.8904818138875766,0.645303621915499
nhdhr74926457,nhdhr166867866,2.44648167224919,2.362205169865574,0.6809163911195087,1.029094611926386
nhdhr74926527,nhdhr139269431,2.2178198478209503,1.8143240538582581,0.9421232876712328,1.4362378102647388
nhdhr74926543,nhdhr81002103,2.64859072833486,2.6079495274094793,0.7728507321681625,1.126893488306666
nhdhr74926703,nhdhr139269431,2.82571061183083,2.247334327882725,0.7760588883640371,0.8494269231148733
nhdhr74926805,nhdhr143249413,3.01151310990547,2.6821647693976485,0.898311289560699,1.908265052325668
nhdhr74927813,nhdhr151949699,4.45741711438269,1.5160629531601018,0.2515627460242481,1.5605139030171626
nhdhr70333891,nhdhr143249192,2.34199206426723,2.0135229038193305,0.8008974964572507,1.6539207348478846
nhdhr77358322,nhdhr126212479,2.25970578876725,-0.3707598567083254,0.2071957172098882,0.9596376453594095
nhdhr120018091,nhdhr81002103,2.1701390743062903,1.9529571773571066,0.9245079515037001,0.4925906841244532
nhdhr120018120,nhdhr45728298,2.77243547727332,2.3566974096212623,0.8943158557707448,1.451920384687302
nhdhr120018135,nhdhr120020343,1.9257954426048702,1.465218383921524,0.3917139033223114,0.47628354095608316
nhdhr120018136,nhdhr91594833,1.92027337007667,2.2690522860562234,0.9468941898913555,0.5802000305786864
nhdhr120018220,nhdhr120020343,3.91517184748711,0.9986268881189496,0.4589316643048338,1.4293164870460298
nhdhr120018226,nhdhr120020343,1.9746131157038103,1.705298639817012,0.5982286254133208,0.6707963803881961
nhdhr120018233,nhdhr120020343,1.6769009461770201,1.3688121182676847,0.59199732325618,0.4958452998809319
nhdhr120020198,nhdhr34119718,2.6005079204204398,1.1405439318223674,0.42989686663517557,0.49858440860201947
nhdhr120020200,nhdhr120018114,1.93849306637181,1.8560290349853128,0.694091481656432,0.8325123282351807
nhdhr120020225,nhdhr151949699,2.0402775941139097,1.33344901992288,0.5719689812627933,0.4862315624841004
nhdhr120020235,nhdhr120020343,1.63399927162341,1.3569750489982904,0.7557746811525744,0.5215545706264949
nhdhr120020236,nhdhr120020343,1.4381064085554298,1.6000813453395355,0.532006770587309,0.595059279457022
nhdhr32671150,nhdhr166867866,2.50291200436356,2.4158091232539043,0.6248464808691544,1.3016575333008087
nhdhr34130818,nhdhr34127708,2.20511265085907,2.446680116334682,0.8762202802708233,0.5932778913688206
nhdhr34131145,nhdhr120018084,1.9178955478731599,2.11715647689377,0.9587190993544322,1.1124086788910217
nhdhr34132376,nhdhr45722930,1.48657100159726,2.079428171778064,0.9587269721303731,0.7548100992909152
nhdhr34132539,nhdhr143249413,1.81830617743847,1.6104134196794015,0.9740867579908674,0.5706520213415976
nhdhr34133487,nhdhr34130604,2.3758938811304198,1.8366427216141001,0.9622775940796724,0.9890168528926393
nhdhr34242518,nhdhr120018100,2.64212759053518,2.1268756953906935,0.8077546843016848,1.9136708696198437
nhdhr45338945,nhdhr120018089,2.35195254456345,1.7998660717028243,0.38271138403401034,0.6920065683623415
nhdhr91593573,nhdhr34129366,1.6921638682385802,2.0910480493634958,0.6723704928357739,1.3551572036019264
nhdhr91594453,nhdhr120020343,1.83021582125409,1.8417602206523669,0.8092465753424658,0.5010254610006926
nhdhr91594459,nhdhr91595845,1.86920984100471,1.9409335035805577,0.5384034010392064,0.7034526706072427
nhdhr91594761,nhdhr34129544,2.41305705637241,2.3893813353160445,0.9419461502125649,1.2751601692978105
nhdhr91595175,nhdhr34129366,2.49973797594281,2.5865897013241974,0.7255353487639741,0.5881736497707908
nhdhr91595965,nhdhr120018071,3.2428319520019597,3.3749550830435457,0.9496693434104866,1.4580006283680915
nhdhr91596049,nhdhr139268769,2.07253249753485,1.411417849106325,0.4575578649031648,0.48292805920034404
nhdhr91598525,nhdhr120020343,1.48347334451473,0.7278204307238197,0.4021886317115414,0.6029515642738689
nhdhr120018423,nhdhr120020343,1.58626870868445,1.1349705515903825,0.530554243426232,0.6014670575739857
nhdhr121629875,nhdhr126212479,2.35986911093059,-0.5607836689546923,0.35033852936545423,1.0543897015618808
nhdhr159101724,nhdhr120020343,2.06038456829094,0.5411998793235682,0.5336246260431428,0.5884392155285681
nhdhr32672239,nhdhr143396594,2.70889885382828,-0.6469149976372327,0.336443079829948,0.9547750901085496
nhdhr141288146,nhdhr143416561,2.3955056456375097,0.2255923222083998,0.7539875610140135,1.0053832225070436
nhdhr155444180,nhdhr45722930,2.89778778714594,2.7069847242988665,0.3418044402456306,1.2862813987364767
nhdhr157076137,nhdhr80005045,1.74142514072889,1.877974120076777,0.8629979530782554,0.5483672887343544
nhdhr70331641,nhdhr121623043,2.32966961156371,1.617537105263514,0.4726027397260274,0.9437127572759679
nhdhr70332231,nhdhr120018100,2.11247922489243,2.172754196284019,0.3905408597071327,2.2561962885052207
nhdhr68838259,nhdhr120018071,2.10966046175695,2.6407745729001366,0.784081247047709,3.944365663292854
nhdhr68838273,nhdhr121860894,2.1025880588307198,2.160779175179909,0.27189025350338525,1.4129555346619465
nhdhr75651475,nhdhr45722930,5.862838232287941,2.6579083121283986,0.6377342150842387,2.0199793461617683
nhdhr76155937,nhdhr47726570,1.84498465564058,2.7407627144448625,0.8024877971972918,0.9723865408490611
nhdhr121858926,nhdhr47726570,1.94748126977776,2.376864761858774,0.8399071012438984,1.1125540527854294
nhdhr129223861,nhdhr69886228,3.2904015300050897,1.9626567217398245,0.7027436624153676,1.560298499904651
nhdhr129225129,nhdhr139269431,2.70818203101597,2.704989887173353,0.9251535191308455,2.054160200644859
nhdhr129226232,nhdhr69886510,4.462325865729619,2.336284364404974,0.7407494882695637,1.3993526867043364
nhdhr151870593,nhdhr47726570,2.1110311034526297,2.205400401480039,0.9706266729648874,1.167095538063952
nhdhr152707734,nhdhr120018100,2.36534258340698,2.288194305004692,0.9070540072429538,2.2011986374288077
nhdhr155417639,nhdhr120018140,3.4856663926673104,1.9356476388939794,0.09404818138875767,2.009745063794739
nhdhr82815984,nhdhr166867866,5.88747504240502,2.3334201620223074,-0.0672886159659896,2.891316453302939
nhdhr82819488,nhdhr45728298,2.76091927961295,2.222671321781526,0.7765233821445441,2.1791471270342604
nhdhr82819600,nhdhr120020199,3.9205876388546606,1.658014769080544,0.7970201543064084,2.428689538982885
nhdhr82819628,nhdhr47726570,3.0794461113510696,2.576184192475387,0.9479215871516296,0.8993972837625445
nhdhr113471457,nhdhr120019636,4.7171573420604,2.907736729245919,0.5533971028184537,1.246389120397872
nhdhr121857622,nhdhr0E445706-1F3E-47FA-8A83-D38E2C953307,3.32704242893117,2.9277707450265433,0.7692253188474254,1.0271953780224445
nhdhr121859009,nhdhr91685475,5.02305458967535,2.996807222010426,0.653074319004881,1.4062675262327486
nhdhr121859022,nhdhr47726570,4.57493310931776,2.0872076894179123,-0.013824594552039049,1.5378323498899298
nhdhr60087894,nhdhr139269431,4.18826195217697,2.7163890586133626,0.12250039363879701,2.1567154135930617
nhdhr121622394,nhdhr120020343,3.36719427600762,1.9515734850517996,0.7821051802865691,0.8831135582886183
nhdhr139269433,nhdhr143249413,1.58230138326188,2.364687728465057,0.9618918280585733,0.7300012842467621
nhdhr143249221,nhdhr47726570,1.97706412370574,2.5447772085247102,0.9592032750747913,0.88004867529494
nhdhr143249294,nhdhr139269431,1.9346253933597901,2.2433080753252614,0.9485474728389229,0.9279264975050157
nhdhr143249464,nhdhr45722930,3.1870673033865,2.3831665399616706,0.445544008817509,2.3083164071925895
nhdhr143249522,nhdhr45722930,2.5471063934175198,2.1899907108898926,0.9097779877184695,0.8004354687346358
nhdhr143249705,nhdhr91684663,2.1229434101669398,1.344587407541195,0.3815580223586837,0.8809184239704233
nhdhr155442361,nhdhr152335372,2.8234633422821895,2.3458380061769075,0.7955148299975886,1.3539115604693328
nhdhr155444215,nhdhr81002103,2.79938039083274,2.0059177671259745,0.2651708392379153,1.102037430799653
nhdhr68840139,nhdhr81002103,3.01375447490698,2.815499169007754,0.14163123917493306,2.557424692170334
nhdhr75655457,nhdhr34129544,3.00118041977764,2.710550389138752,0.8918319949614232,1.2362022825251582
nhdhr75659739,nhdhr120018071,3.1931058635657696,3.935687915409989,0.9227523224689024,2.0648868744905102
nhdhr109981506,nhdhr45728298,2.33382698356524,2.0150794622412223,0.7979530782553927,1.0562130852776592
nhdhr121622760,nhdhr45728298,2.60682021537234,2.095054154989008,0.39931900488112104,1.0659905536508945
nhdhr121622916,nhdhr126212479,2.82668876780991,-0.9894320414158962,0.35740040938434886,1.2090320165937278
nhdhr121623004,nhdhr151949699,2.55572181761516,1.2049010005472716,0.38458116831994954,0.6163949228021696
nhdhr121623268,nhdhr143249413,2.57919350249113,2.0056469367829166,-0.04609116674539442,1.7530768571711646
nhdhr121623301,nhdhr120018114,2.58575506610346,2.2143661489525788,0.9303495512517712,0.7845354599976296
nhdhr121623808,nhdhr143249864,1.94785203475029,1.9861437204632808,-0.10335380255077939,1.8746835422361032
nhdhr121623866,nhdhr81002103,3.24622801600021,1.845908861923826,0.3366241536765863,1.475638040771906
nhdhr121623871,nhdhr166867866,2.7478153246934998,2.480600900451431,0.9228231774523696,1.0305077524696307
nhdhr143250015,nhdhr143418891,2.5799384328641497,1.2108284893942565,0.7181467485435363,1.4395711623585126
nhdhr143250529,nhdhr126212479,1.7936226434061,0.23496950294099622,0.2955912454731538,1.0198357611686042
nhdhr143250615,nhdhr75474779,2.4246184862848703,2.2034387282734076,0.5196228940324358,1.1786239155852691
nhdhr143251029,nhdhr166867866,2.7680421518886,2.1923078560739246,0.7992835773893874,0.8115120500796619
nhdhr152517931,nhdhr69886510,3.8727121044757498,2.2546729059577832,0.9461226578491575,0.9805066865155317
nhdhr155636540,nhdhr139269431,2.5807166741514,2.429694312828828,0.9542473626200596,1.4331697671096395
nhdhr155636695,nhdhr69886228,5.27633675278108,2.098580327751565,0.08418359313493938,2.321681800010382
nhdhr155637270,nhdhr69886228,2.09413872406292,1.2759862635917434,0.9499409541804439,1.2003785746973976
nhdhr155637595,nhdhr69886228,2.56996126311279,1.5798301681399058,0.9632971185640056,1.0202873803039065
nhdhr157067854,nhdhr34129544,2.19839090198329,2.0846554264332053,0.9067036687135882,2.247674179593617
nhdhr152335370,nhdhr166867866,2.06504765533553,2.354069717907593,0.9103605731380884,0.9049335058154212
nhdhr152517995,nhdhr69886228,4.11908724885821,2.250543759896757,0.9148598645882536,0.9254342680374665
nhdhr152518175,nhdhr45728298,4.29077038524403,2.3593170753144688,0.2923161706817824,1.8229724150229203
nhdhr120018204,nhdhr45728298,1.63500716318171,1.9792470889635387,0.26521413950558964,1.8893574212169804
nhdhr120018361,nhdhr120020343,1.5277432684408603,0.024939326798934302,0.2907337427176822,0.546401772630021
nhdhr120019661,nhdhr166867866,6.020593732146589,2.395506666969299,-0.35163360100771524,3.7082151099929748
nhdhr120019732,nhdhr120018114,4.360491763569851,2.617884618225135,0.8030703826169107,1.1174476640375464
nhdhr122551004,nhdhr75654673,2.43677298283393,0.7222320253470554,0.3321209258384506,0.7840860979892263
nhdhr58125241,nhdhr155445200,2.52851928931657,2.5802578195077457,0.9237009919697685,1.2551370806625126
nhdhr58125935,nhdhr120020226,1.9650442771269399,1.0530340968226557,0.23696268304204057,0.7060037794705775
nhdhr59753059,nhdhr120018100,1.67285124726026,2.3159573333344374,0.9590536923319161,0.9899018190839456
nhdhr120018005,nhdhr120020343,1.5231719586436798,1.03213797288939,0.5205951818611242,0.4870596575982304
nhdhr120018038,nhdhr47726570,1.79912274708875,2.368232500271342,0.9516965832152416,1.0213952154263077
nhdhr120019861,nhdhr151949699,3.1639312338691603,1.0557624912309307,0.5120256652495669,1.1183968933221151
nhdhr120019864,nhdhr141288680,2.55190359881108,1.9955912630466017,0.9626161234451266,0.8006394950686042
nhdhr34121878,nhdhr34119718,2.3330751509677796,0.9062356001757099,0.540099984254448,0.49360051760156815
nhdhr34122432,nhdhr45728298,3.12024909738572,2.263513798109672,0.3435561328924578,0.5287452443490224
nhdhr45337659,nhdhr47726570,2.00158687679506,2.559661916126419,0.9491418674224531,0.6002614197729766
nhdhr45365491,nhdhr80005045,1.93536847104525,2.4708209605730636,0.9634978743504958,0.6884302323008802
nhdhr45730354,nhdhr120018102,2.51257517742384,1.9541671334054371,0.6974452842072114,0.5456408721304046
nhdhr45730422,nhdhr91688455,2.92965725635341,2.2891460598362237,0.15925444811840653,0.9780816087895221
nhdhr45730856,nhdhr81002103,4.97862259792959,2.4072928098613455,0.8858880491261218,2.2938509003238443
nhdhr81642813,nhdhr34129544,1.98284452344935,2.665116504937916,0.951196661943001,1.215439024771964
nhdhr120017991,nhdhr81002103,2.47729272701321,1.7595777495519902,0.6494528420721145,0.7730670439831182
nhdhr120017997,nhdhr34119718,1.78910062443448,0.8260617261551333,0.22002440560541645,0.7536277614755584
nhdhr120018007,nhdhr34129366,2.3371522599603303,2.2341350827679314,0.40105888836403714,0.7716922771223426
nhdhr120018008,nhdhr151949699,1.86256345786753,0.7040006592458976,0.5443394740985672,0.5278017294436738
nhdhr120018012,nhdhr126212479,4.064500137947141,0.6240018025844275,0.3120099196976854,1.3159652255833343
nhdhr120018013,nhdhr126212479,4.24258341828063,-0.030211212991173613,-0.03452212250039363,1.8832822180673385
nhdhr120018014,nhdhr151949699,1.6568830936377201,0.7114856449301502,0.6451897339001732,0.6272758359595006
nhdhr120018017,nhdhr126212479,2.23540218611424,0.39860518701915737,0.2592859392221697,0.5883711610571359
nhdhr120018025,nhdhr151949699,2.17879380255121,1.5677272567121516,0.6562391749330813,0.5212195273388655
nhdhr120018027,nhdhr120020343,2.4572596163911498,1.6344288850089255,0.5429932294126909,0.37845292125490343
nhdhr120018036,nhdhr81002103,3.7026750690186603,1.7673112775550648,0.0860336954810266,1.5723039569613149
nhdhr120018046,nhdhr166867866,3.5143744201459803,1.8544956932428807,0.6756888678948196,1.1390744782384523
nhdhr120018047,nhdhr34119718,2.1253047568592,1.3584511010629166,0.4829200125964414,0.5739828690228107
nhdhr120018055,nhdhr143249413,2.52672468425444,2.2040290821577657,0.9179145016532828,0.7931060668967219
nhdhr120018060,nhdhr81002103,2.48072705553688,1.9446746743969219,0.6495788064871673,1.1814153301375954
nhdhr120018061,nhdhr45728298,2.4926108308414703,2.2288948520504204,0.8482207526373798,0.6575117173486139
nhdhr120018072,nhdhr45722930,1.93344979408237,2.2085219433215624,0.9730278696268303,0.44944404072930383
nhdhr120018073,nhdhr81002103,2.40417473200659,1.8176151745358677,0.8101755629034797,0.7036451572277728
nhdhr120018078,nhdhr139268769,2.10810612268421,1.7826672577500906,0.4338411273815147,0.4514878286035829
nhdhr120018079,nhdhr80005045,2.2802331618753,2.1648842357896636,0.9158242796410013,0.5722974456918777
nhdhr120018088,nhdhr120018114,2.87948485694026,2.0352017386403367,0.8537120138560855,0.642917477032419
nhdhr120019336,nhdhr80005045,2.96758949638213,1.90833525083349,0.2501613919067863,1.242858425013569
nhdhr120020307,nhdhr143249192,6.38664621419307,1.9775343863130477,0.9051527318532513,2.623765714951546
nhdhr120020342,nhdhr45728298,1.67047159851909,2.320864395483304,0.6998504172571248,1.3972262928393884
nhdhr120020347,nhdhr34129544,1.89264149573789,2.5293580891206573,0.9721461187214611,0.4861852080649359
nhdhr120020348,nhdhr120020343,2.36265117546372,1.4823928032808045,0.48368760825066914,0.36187771911591765
nhdhr120020350,nhdhr120020199,2.36843708422665,2.3652209472726025,0.8515155093686032,0.39416285875733886
nhdhr120020352,nhdhr120018094,2.22440464291587,1.99258422950458,0.5242757046134466,0.45875725284650565
nhdhr120020357,nhdhr91690341,2.06290490111907,2.583205401896637,0.42152416942213816,1.514442832847933
nhdhr120020359,nhdhr91688409,2.9008199822284504,2.215218682211705,0.8370492835773893,0.8758897701457826
nhdhr120020360,nhdhr120018089,2.05534940633031,1.8544950652725678,0.6342938119981105,0.5557106328646793
nhdhr120020364,nhdhr91595845,2.2147508143529,2.460274990159146,0.8599787435049597,0.9775841406456912
nhdhr120020366,nhdhr120018089,2.08179277279542,2.0741450839148046,0.804141080144859,0.5830700346797978
nhdhr120020370,nhdhr139269431,1.95287722346595,2.61786321628125,0.9742560226735947,0.584221507155753
nhdhr120020376,nhdhr75474779,1.92369489902125,1.8174692686812803,0.4598488427019367,0.6246832227207618
nhdhr120020379,nhdhr91688409,2.9339479028772004,2.1387786895957612,0.7723704928357737,0.479083616280734
nhdhr120020388,nhdhr91684663,2.65581007758229,2.1701415861691022,0.7252519288301054,0.642477446619857
nhdhr120020392,nhdhr120020343,2.03342320159562,1.7336726166207086,0.20029916548575025,0.8085181105181063
nhdhr34121856,nhdhr34131191,2.4530185226916403,1.7377723761245527,0.4236065186584789,0.7950915422871856
nhdhr34126452,nhdhr91595845,2.19936485127785,2.311665632837119,0.817678318375059,0.6014193591388903
nhdhr34126462,nhdhr34131191,2.40361345495414,1.9167146650092914,0.48007006770587307,0.8711901519846471
nhdhr34126579,nhdhr120020343,1.77880757665667,1.6210893316884585,0.597709022201228,0.6628633198302784
nhdhr34126801,nhdhr34129366,1.7045526553391699,1.8527703663505324,0.529881121083294,1.2157967316091431
nhdhr34126978,nhdhr86274749,3.5236780078931402,1.7164344479010152,0.5210242481498977,0.5895366728494972
nhdhr34127011,nhdhr91595845,2.0027894167399,1.9952867875054678,0.5941190363722247,0.7164516304545561
nhdhr34127389,nhdhr120020218,2.2077109937954797,2.705816496523798,0.8332900330656589,1.2315913840883412
nhdhr34127672,nhdhr91595845,2.90382898519611,2.9966038216881485,0.9371240749488268,1.7529874628394702
nhdhr34127844,nhdhr47726570,2.5842424628520497,2.2023231183018597,0.9220201543064085,0.9233747496114986
nhdhr34127862,nhdhr91595845,2.77089821926572,2.320561029355713,0.9234372539757518,0.5800153141102351
nhdhr34128205,nhdhr45728298,3.3155003733745403,2.464536581648766,0.6584829160762085,1.5630074170964017
nhdhr34128269,nhdhr34129366,2.9172237870081097,1.8723481417448216,0.5263541174618169,0.5385113898874441
nhdhr34128424,nhdhr120020367,2.51292630871533,2.228019556461031,0.5026255707762557,0.9477777308291715
nhdhr34128651,nhdhr91690341,2.0278894773588,1.8952970447776614,0.5648244370965202,0.5076140987394892
nhdhr81642745,nhdhr34119718,1.92882413131233,0.8473845609150712,0.4655959691387182,0.5191512434609581
nhdhr81643237,nhdhr34129366,1.99346299917851,1.8583951126621472,0.2403676586364352,0.9628916174842895
nhdhr91676911,nhdhr91684663,2.39732210191996,1.084870926833207,0.6720673909620531,0.7912962138482492
nhdhr91682839,nhdhr120018114,2.97202979552028,2.0613521319342523,0.673854511100614,1.0779034018109415
nhdhr91684449,nhdhr81002103,3.29805743642362,1.9390340257732017,0.5412415367658636,1.140576955147675
nhdhr91685677,nhdhr45722930,1.68881675878546,2.5719664643025677,0.9698669500866004,0.676687247933279
nhdhr91686475,nhdhr45728298,1.69008803349956,1.7977241563032937,0.4026531254920485,0.8101182024973635
nhdhr91686757,nhdhr120020218,2.4767573940121896,2.7202322787919337,0.8525980160604628,1.7921712566747217
nhdhr91688055,nhdhr34119718,2.5364318048014103,1.055925138064299,0.25539285151944574,0.5638255774341745
nhdhr91688597,nhdhr34129366,2.2766165690613396,1.8868183131649117,0.6512596441505274,0.7423425555031838
nhdhr91688615,nhdhr91690341,1.8656843358293798,2.1268979934893903,0.5734411903637222,0.7559700443818811
nhdhr91688765,nhdhr91595845,2.2732502827056296,2.8684677766359354,0.879270980947882,1.4544264880083895
nhdhr91688957,nhdhr91595845,2.04388097105833,2.150957691635494,0.6163517556290348,1.0530061344170518
nhdhr91689147,nhdhr120020226,2.36651662077057,1.8765844710651598,0.6066367501180916,0.7736349179493968
nhdhr91689407,nhdhr120019849,2.16167033726976,2.1486995665938062,0.5766729648874193,0.5122048878603642
nhdhr91689611,nhdhr34129366,2.44402530658389,2.6895145941912006,0.8141749330814044,0.6435429516921946
nhdhr91689661,nhdhr34129366,2.39877770563271,1.8849448626397756,0.4993347504330026,0.7007259602732973
nhdhr91689681,nhdhr120020367,2.07639175732646,2.0395185891919274,0.6742324043457723,0.7290291134325213
nhdhr91689717,nhdhr120018107,2.08918577494897,2.300647063627479,0.5841245473153833,0.6879455187389847
nhdhr91689905,nhdhr120020343,2.11336175032601,1.5857729435282142,0.665139348134152,0.3571313483285004
nhdhr91689945,nhdhr81002103,2.44733045354891,2.0331730303817293,0.7881947724767752,0.8709379452455228
nhdhr91690083,nhdhr120020367,2.38210723615848,1.9577141244659222,0.5086718626987875,0.8071403488606191
nhdhr91690625,nhdhr143249864,4.50047251798104,2.170878691065228,0.694516611557235,1.8581609714757839
nhdhr91690679,nhdhr91685475,3.06953136826999,2.9551309663736767,0.9533656117146906,1.1237608078536634
nhdhr91691383,nhdhr45722930,2.3424636001743,2.2745651707719774,0.9082073689182806,0.5728131482725566
nhdhr69546231,nhdhr120020343,2.10318317147869,0.7965422434468437,0.11756416312391747,0.7306668235605679
nhdhr69546677,nhdhr121860894,1.76848055988093,1.6703884829885507,0.4324437096520232,0.7989021038842569
