target_id,source_id,predicted_rmse
n_obs
obs_depth_frac
obs_temp_mean
obs_temp_kurt
obs_temp_mean_airdif
dif_max_depth
dif_surface_area
dif_sw_mean_au
dif_ws_mean_au
dif_glm_strat_perc
perc_dif_max_depth
perc_dif_sqrt_surface_area
nhdhr0b5e30c9-8c3f-401b-9931-91ac59b2662a,nhdhr121623043,1.4350423335530993,3156.0,0.49469935169056395,13.593369531492396,0.9757257129329027,4.986778586163094,-1.219199999999999,1076789.2607382801,17.86498260126143,-0.7634999793111072,-0.13249126578876647,7.692307692307685,17.039226404998196
nhdhr0cb9b9cf-3f4b-4061-9608-9f965f202b85,nhdhr143249864,2.400093760428562,2096.0,0.43859175235049963,16.501963861150738,1.0192346782814947,8.25495690981703,5.667999999999999,112491.23119106199,3.403295884838542,0.25721730640363516,-0.013773179252889012,72.35128925197854,27.79518714888661
nhdhr105231881,nhdhr120018211,1.7494003448591462,5200.0,0.4038193340793673,15.716471474298624,0.6578767438724618,8.818204367421389,8.8392,-5020471.62909404,-13.243601674904198,-0.35991422604659284,0.3634775597957538,65.16853932584269,45.46078674231975
nhdhr105567402,nhdhr120020373,0.4624003057030288,824.0,1.096169082052663,12.55170581655481,0.8580817090217034,5.614506293783816,2.7344,-482150257.9113173,1.2947607494336921,-0.647282023145269,0.4145391023918301,38.15157941734569,186.90556756225786
nhdhr105567690,nhdhr45728298,1.9656245244207946,1763.0,0.4984085645329371,12.293598258029395,1.156231960777775,5.463303885717024,4.267199999999999,190674.44699558197,11.341510345848747,-0.50076000832712,0.08821553345874766,37.83783783783783,22.204554237760117
nhdhr105567764,nhdhr120020204,1.841611735627191,1697.0,0.5190462448226317,12.526208556149733,0.8608957147487546,5.1940689067611885,-2.7432,-9807.730098110973,9.449116794394769,-0.6792264446923744,0.010413867239989272,19.780219780219777,1.0500810553058713
nhdhr105567868,nhdhr120019513,0.8337554169708457,23954.0,0.4456610240152455,9.96026727265146,1.4137065473766595,5.143792158768395,12.035999999999998,-434630702.092286,-5.736686659465988,0.21302254970302137,0.05583176565439396,78.57422640031334,51.85005293402285
nhdhr105569676,nhdhr34130604,2.47518786904489,5404.0,0.48725823064435836,11.657651983982527,0.6422560875140673,4.430168821083986,-6.76,243378.73886208405,3.003515660967423,-0.4119016108335445,-0.014780972856758945,36.305048335123516,22.778618243139356
nhdhr105953415,nhdhr86274823,0.5738719717905231,734.0,0.5157624704002464,19.509303178484107,0.702789718565564,13.919676934497932,-1.4350689999999995,-2386902.388259966,15.335159181491235,-0.5227284972546888,0.22944101048105353,17.21215066636305,79.70966199540943
nhdhr105953803,nhdhr155635994,1.4809574145737405,2212.0,0.472109157912823,14.170081264108353,1.022788316525949,5.033986300198212,7.619999999999999,1426901.77916151,15.78574835525609,-0.5610545478768043,-0.13484278419779638,40.0,29.337502163314262
