target_id,source_id,pb-mtl_rmse,predicted_rmse,spearman,meta_rmse
n_obs
obs_temp_mean
obs_temp_skew
obs_temp_kurt
obs_temp_mean_airdif
dif_max_depth
dif_surface_area
dif_sw_mean_au
dif_ws_mean_au
dif_lathrop_strat
dif_glm_strat_perc
ad_glm_strat_percperc_dif_max_depth
perc_dif_surface_area
nhdhr143418975,nhdhr120020206,3.37750358496239,1.3288560637545983,0.6599748071169893,0.7598868047610255,1347.0,19.111129943502824,0.709920611595823,0.25162166035008093,12.036268259245986,0.2772899999999989,-5163210.229637101,-6.013089090187066,-0.6992612317839844,0,0.12530233808116098,0.12530233808116098,2.559405878907944,34.360184032278504
nhdhr{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},nhdhr34124239,1.3823290300694702,0.07582897473516423,0.377846008502598,0.719001544182858,354.0,20.2922969837587,0.717115436258043,0.23029280363887317,13.278638654181876,-0.30479999999999974,-3179560.0771493,11.916672248991887,-0.5491959833719222,0,0.08922332706261754,0.08922332706261754,9.523809523809515,105.28767708420908
nhdhr{E940A362-4076-4895-A23F-1B8CCC905DEE},nhdhr120018114,2.8308010395407903,1.8255561505892166,0.7039048968666352,2.3116412772018693,11422.0,14.450159064891244,0.3841499669791436,0.9913736182605315,7.390822242644685,6.716000000000001,100373928.1362022,12.273132364596677,-0.4629190629800384,0,-0.06349099704380545,0.06349099704380545,24.208780909811843,161.07617498562843
nhdhr105567402,nhdhr34119718,2.04604627890771,0.6243228320654486,0.5077389387498031,0.5640727222533761,151.0,20.961111111111112,1.2543572013624849,1.8729390167781208,14.280818782856615,-4.278933,-480859431.62692565,2.1779587001504126,-0.5952256558587203,0,0.09258263907551734,0.09258263907551734,116.89369869173443,198.4779822248606
nhdhr120019058,nhdhr155445200,2.30980638643133,2.880310257111216,0.8784364666981578,2.1143470508210624,7456.0,9.450624338624339,1.2062882506045838,0.019536155894473328,1.775731833778866,16.154400000000003,-3542985.8249977008,9.494943206795881,-0.34767157074143373,0,-0.17582639075517326,0.17582639075517326,25.298329355608594,10.823608437921077
nhdhr120019354,nhdhr69886228,4.37185108841961,1.8623786078056752,0.8669933868682096,1.313866120370267,19939.0,8.404955812704458,1.078431476404729,0.5224623078381128,3.4389220038046604,-14.9104,-169935073.290487,1.1771219786494385,-0.15061377959516342,0,0.05945982262832572,0.05945982262832572,38.68329839563313,169.49787615497388
nhdhr120020090,nhdhr143418891,1.6439544444282999,0.7143000837630153,0.4713470319634702,0.8671978737101783,539.0,12.002013422818791,0.025642194044468658,1.020213195618322,6.8957663781159,4.7341039999999985,30753633.55806456,-2.5339120079865722,0.15327044035324455,0,0.014512227895726981,0.014512227895726981,74.79484795840143,131.838765223487
nhdhr26F12E6A-07D1-4DC6-8BEA-980AD41B687A,nhdhr120018459,3.9458712267448597,1.3901830005863647,0.7713273500236184,1.3206685130434181,2117.0,18.34281994704325,0.22043091873313572,0.8579318144401524,12.795874407368135,-6.68812,-444576.4411015399,14.016839152041427,0.1392585783840481,-1,-0.24805159903251817,0.24805159903251817,53.556116802770006,8.911365608405841
nhdhrEBD8B5AF-7EBC-43A3-82BA-AF41830C144C,nhdhr0E445706-1F3E-47FA-8A83-D38E2C953307,2.98616636944721,1.0749018022362848,0.7442646827271295,1.313623466468761,11729.0,12.415228156160216,0.6362375678282445,0.6876914060018238,8.071650013939925,-8.584800000000001,-832428019.8094615,-4.002129922657701,-0.36707240870839275,0,0.19678849771566786,0.19678849771566786,17.270598459792872,162.07460323005915
nhdhr120020567,nhdhr155445200,2.6181527052404303,2.2050190384700388,0.9364430798299479,0.8632909393551683,7456.0,9.450624338624339,1.2062882506045838,0.019536155894473328,1.775731833778866,41.452799999999996,22696005.00596459,8.099141197703204,-0.494358497378399,0,-0.07007524858908898,0.07007524858908898,80.95238095238095,115.71108665427793
