source_id,n_profiles,seed,rmse
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},1,0,2.1400126650276743
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},1,1,2.5441745275049557
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},1,2,2.18439037395874
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},1,3,2.460206637472278
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},1,4,2.0714409248035626
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},2,0,1.905936083010058
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},2,1,2.42971791187242
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},2,2,2.522180012335333
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},2,3,2.2677045927568806
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},2,4,1.9753861016949774
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},5,0,2.0558805357317764
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},5,1,2.4503477019749917
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},5,2,2.6861355754391023
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},5,3,2.315174178719289
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},5,4,1.9126227218388816
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},10,0,1.9592176877088925
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},10,1,2.0975310367000692
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},10,2,2.2730791820119736
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},10,3,2.0329819833914433
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},10,4,2.294863914025553
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},15,0,2.0811201576926215
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},15,1,2.102468034463841
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},15,2,2.30808476956734
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},15,3,1.8692235112577715
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},15,4,2.1077889809813555
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},20,0,1.9315153701060728
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},20,1,2.000775214219791
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},20,2,2.125756180160818
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},20,3,1.9289726296821745
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},20,4,2.3546267302519124
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},25,0,1.9280779248617472
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},25,1,1.9066058891242055
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},25,2,2.0668569704200173
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},25,3,2.015349862442424
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},25,4,2.1115927617180414
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},30,0,2.040039105087632
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},30,1,1.907308830495451
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},30,2,1.870750864868851
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},30,3,2.1231129540812113
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},30,4,2.1830808339386847
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},35,0,2.0094668496023242
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},35,1,1.8560722113056458
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},35,2,1.8646160725449001
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},35,3,1.9500856620686418
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},35,4,1.9986233394723902
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},40,0,1.9264714610384304
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},40,1,2.0127417692408653
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},40,2,1.8590704612497067
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},40,3,1.8162613879332195
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},40,4,2.159231694619435
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},45,0,1.8517945452547153
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},45,1,1.942259928278182
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},45,2,1.8199142613596624
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},45,3,1.7712533796255838
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},45,4,2.0798804318195536
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},50,0,1.8522031729316344
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},50,1,1.9811931643686893
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},50,2,1.9270166138382085
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},50,3,1.895567797226776
{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},50,4,2.0486136170889537
