120052587,13.0,96287936.31
1101864,28.5,1087034.3977569
1097324,25.0,9846001.69921764
120052233,54.0,929821943.0538
1099450,11.0,1506808.3197372
10596466,9.0,347137.666
1101942,21.0,2689324.96158816
13294928,15.0,7253475.0
1102284,12.0,662678.405212496
2723803,10.5,1249872.369
1101812,9.5,824279.923472839
2647582,20.0,814919.440926326
1101684,27.0,1696441.58407503
1101504,27.5,801391.418677799
2723871,24.5,710270.863413477
1101590,31.0,57402522.2303862
13631637,18.5,804808.677
1101506,5.0,86709.46693
2349198,11.0,331366.309034537
1101636,9.0,452276.655000057
13294464,9.0,262893.693
13344170,21.0,3763576.5
2385444,12.0,1503031.25347344
1099240,7.0,763122.264022179
1099420,13.0,854668.851102907
2385496,11.0,2390592.90309877
2385648,8.5,701890.906439569
13344056,7.0,1735369.309
2384766,14.5,1199108.52639864
1100962,13.5,295865.589442817
12160852,6.5,857933.6
120053694,11.0,5256160.627
13393533,6.0,1359743.8
13344284,20.0,323968.734
1102366,12.0,1196463.04461298
2353946,6.5,2333185.776
1099282,9.0,636028.955
13393567,8.0,535081.231
120052022,14.5,3759011.79647606
1101616,15.5,662031.462520603
1101544,7.5,155105.148718967
1099172,18.5,955087.135007657
1099430,14.0,286692.377950344
1099052,11.0,4228671.00839779
1099476,13.0,461573.598446685
1101754,26.0,1382896.75350235
13343906,35.5,15637053.2
1099432,22.0,173612.017229322
2723765,21.0,6711229.7596002
2384584,13.5,712411.602254138
1102086,25.5,585153.88041828
1102088,11.0,672519.478467395
1099526,12.5,949330.911041072
13290898,18.0,3171896.18866768
4250586,15.5,823894.419520034
1099136,17.0,610352.314741147
120051922,17.0,297056.714539593
9022741,22.0,4163326.75
2648034,5.0,295552.500604083
1101938,17.5,930905.670317613
4250588,9.0,1034949.17
13344210,18.0,637641.569
120052351,22.5,13671693.8231885
1101778,9.0,218245.62962194
14783883,9.5,517997.6
12162854,32.0,3757575.138
13293262,25.0,39865825.0
2349188,18.0,3296953.52315674
120052587,13.0,96287936.31
1101864,28.5,1087034.3977569
1097324,25.0,9846001.69921764
120052233,54.0,929821943.0538
1099450,11.0,1506808.3197372
10596466,9.0,347137.666
1101942,21.0,2689324.96158816
13294928,15.0,7253475.0
1102284,12.0,662678.405212496
2723803,10.5,1249872.369
1101812,9.5,824279.923472839
2647582,20.0,814919.440926326
1101684,27.0,1696441.58407503
1101504,27.5,801391.418677799
2723871,24.5,710270.863413477
1101590,31.0,57402522.2303862
13631637,18.5,804808.677
1101506,5.0,86709.46693
2349198,11.0,331366.309034537
1101636,9.0,452276.655000057
13294464,9.0,262893.693
13344170,21.0,3763576.5
2385444,12.0,1503031.25347344
1099240,7.0,763122.264022179
1099420,13.0,854668.851102907
2385496,11.0,2390592.90309877
2385648,8.5,701890.906439569
13344056,7.0,1735369.309
2384766,14.5,1199108.52639864
1100962,13.5,295865.589442817
12160852,6.5,857933.6
120053694,11.0,5256160.627
13393533,6.0,1359743.8
13344284,20.0,323968.734
1102366,12.0,1196463.04461298
2353946,6.5,2333185.776
1099282,9.0,636028.955
13393567,8.0,535081.231
120052022,14.5,3759011.79647606
1101616,15.5,662031.462520603
1101544,7.5,155105.148718967
1099172,18.5,955087.135007657
1099430,14.0,286692.377950344
1099052,11.0,4228671.00839779
1099476,13.0,461573.598446685
1101754,26.0,1382896.75350235
13343906,35.5,15637053.2
1099432,22.0,173612.017229322
2723765,21.0,6711229.7596002
2384584,13.5,712411.602254138
1102086,25.5,585153.88041828
1102088,11.0,672519.478467395
1099526,12.5,949330.911041072
13290898,18.0,3171896.18866768
4250586,15.5,823894.419520034
1099136,17.0,610352.314741147
120051922,17.0,297056.714539593
9022741,22.0,4163326.75
2648034,5.0,295552.500604083
1101938,17.5,930905.670317613
4250588,9.0,1034949.17
13344210,18.0,637641.569
120052351,22.5,13671693.8231885
1101778,9.0,218245.62962194
14783883,9.5,517997.6
12162854,32.0,3757575.138
13293262,25.0,39865825.0
2349188,18.0,3296953.52315674
