1099282,0.0
120052587,12650.79757538301
1101864,36957.20701181545
1097324,40815.83619076619
120052233,37778.697728820975
1099450,33083.803505693875
10596466,20257.905140422357
1101942,26706.303140688113
13294928,38407.38016635842
1102284,24888.322437058036
2723803,49350.117222327084
1101812,36104.85288073141
2647582,28034.00782941241
1101684,27207.25220379745
1101504,30837.493404430777
2723871,35888.2489403104
1101590,37762.30660747519
13631637,14963.526311319803
1101506,17007.463786981272
2349198,21876.53010233731
1101636,37579.73538679605
13294464,20142.838683220376
13344170,39158.17441830036
2385444,33724.33430878747
1099240,23269.400838581703
1099420,30180.135464052313
2385496,36639.812991673694
2385648,29102.626041762443
13344056,21215.542150445006
2384766,28373.419463733117
1100962,37610.889939411405
12160852,7770.952569549836
120053694,32217.26861128447
13393533,9292.504723095792
13344284,35575.73363339782
1102366,31838.90520931217
2353946,17448.144731357548
13393567,13396.304946922735
120052022,38606.82358222991
1101616,31227.347805004687
1101544,22579.951700710142
1099172,27559.418178532556
1099430,53263.95129559848
1099052,37083.12595509286
1099476,32427.751990069206
1101754,25893.20352913705
13343906,36882.28488269335
1099432,52043.44155507503
2723765,37990.94777889169
2384584,26953.124462838947
1102086,27720.82527711697
1102088,23004.31471995733
1099526,28622.269299245338
13290898,27532.064074560432
4250586,28203.22837264723
1099136,27325.598226210455
120051922,35632.56396302044
9022741,30783.423762712555
2648034,15559.037079630863
1101938,30756.01784114947
4250588,29903.97082622244
13344210,31073.587587957652
120052351,22852.262592103736
1101778,31936.790169475087
14783883,22371.056561220237
12162854,30210.520285083894
13293262,119524.77180989769
2349188,33141.390680061086
