13293262,0.0
120052587,20849.42127187501
1101864,257829.3730077974
1097324,138088.70923030394
120052233,153537.0638302559
1099450,52259.33580850595
10596466,19645.397717051954
1101942,93448.19904790881
13294928,59431.16242654833
1102284,37200.4848133036
2723803,62671.04766950824
1101812,31024.185262986997
2647582,135012.1184796189
1101684,179013.15302081237
1101504,252754.3998371917
2723871,244444.31871174503
1101590,140848.8009158574
13631637,60307.085583773995
1101506,27480.27131815258
2349198,40887.71186108341
1101636,52201.507066077764
13294464,19003.992729718706
13344170,113487.76445674276
2385444,53775.51211295357
1099240,20445.68178527032
1099420,53011.81174319469
2385496,40535.66752678419
2385648,33946.026087203005
13344056,20920.819756142886
2384766,62324.941962637764
1100962,115523.04557809659
12160852,9577.37871181598
120053694,54242.29435207452
13393533,9890.764653101347
13344284,137030.7156335186
1102366,40973.92111929008
2353946,23821.046272000953
1099282,51439.788916632184
13393567,17720.293330785968
120052022,75324.96204744706
1101616,124271.63620907941
1101544,31718.414173968937
1099172,129835.89596256163
1099430,153342.63010497598
1099052,40820.111424789335
1099476,54793.91925653816
1101754,172557.70654321785
13343906,145075.63265830287
1099432,297271.6077744093
2723765,104613.45910806664
2384584,68861.90947847336
1102086,222795.06529514558
1102088,34836.31183560981
1099526,57256.53094567399
13290898,76307.61898516159
4250586,62195.26783084052
1099136,118918.34444859963
120051922,167735.03343515447
9022741,93107.6390638537
2648034,23246.869847432943
1101938,158118.33179238893
4250588,24963.430168503593
13344210,124303.97895284706
120052351,57149.20978319243
1101778,34419.97517736934
14783883,25431.515910543527
12162854,143162.95201893878
2349188,73211.04098855799
1099282,0.0
9022741,1134.5027393878408
2647582,1343.0648921221527
2648034,2155.5017237098727
2723765,1514.5868453624716
2723803,1992.722920449567
2723871,1579.71655542573
4250586,1554.459126386646
4250588,1887.3100868721158
2349188,1383.4576039937383
2349198,1146.042683938751
2353946,2057.826480030897
2384584,1410.6855544215177
2384766,1305.9428877343307
2385444,2128.9155034479336
2385496,1353.035570684704
2385648,1440.6655787528653
13344170,1284.093366197616
13344210,1267.1569421423483
13344284,5620.477425978628
13393533,960.3300426219939
13393567,900.2845124703454
13631637,1106.7186812783912
14783883,1258.2895967402146
12160852,1060.0786475142231
12162854,1674.1050746290712
13290898,1979.1782937162498
13293262,4567.380777095779
13294464,1375.4269945536944
13294928,1304.2015337306802
13343906,5882.576076918193
13344056,5611.722579729059
1102366,1391.8219410411907
120051922,3732.626350949926
120052022,1498.0810002083017
120052233,11055.678188682708
120052351,1101.9230145293986
120052587,816.8526551426621
120053694,1862.34262815892
1101778,3743.679725705355
1101812,2015.993430231465
1101864,1492.626223605308
1101938,4371.632307450018
1101942,4474.704050517757
1102086,1375.509445645941
1102088,2004.591405955307
1102284,2007.0845672087162
1101506,2208.226553266042
1101544,1107.8092758695389
1101590,1427.2902175614145
1101616,1267.3935691999795
1101636,3745.8054673202714
1101684,5871.364027803618
1101754,1267.649300721263
1099420,6004.214603610046
1099430,2250.6273657318616
1099432,1469.373506500764
1099450,2343.5408206504217
1099476,2351.755913863657
1099526,1384.1886061727073
1100962,1432.0407012979995
1101504,1470.7538905550027
10596466,2035.7538283660579
1097324,1403.723066986131
1099052,2638.085942668935
1099136,1349.5205676999758
1099172,1452.4700418562315
1099240,2742.543768806223
